Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2498,Anton Stach\0f59a7bf,de GER,MF,Mainz 05,de Bundesliga,23-171,1998,19.0,34.1,46.6,73.1,615.4,199.1,16.4,20.5,79.9,12.5,15.9,78.2,4.47,7.95,56.3,0.21,0.15,0.06,1.21,3.37,0.84,0.16,4.21,Matches
2499,Kostas Stafylidis\861e0116,gr GRE,DFMF,Bochum,de Bundesliga,28-154,1993,15.4,32.9,45.1,72.8,729.2,274.7,10.3,11.9,86.4,15.0,18.9,79.4,7.27,13.1,55.7,0.06,0.06,0.01,0.78,2.14,0.78,0.45,3.31,Matches
2500,Luca Stanga\2967bcd0,it ITA,DF,Milan,it Serie A,20-102,2002,0.0,2,2,100.0,37,1,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2501,Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,de Bundesliga,22-033,2000,6.2,68.9,80.2,85.9,1184.8,309.8,32.3,34.8,92.6,28.1,31.1,90.2,7.26,11.1,65.2,0.00,0.02,-0.02,0.32,3.23,0.65,0.16,4.68,Matches
2502,Niklas Stark\aad48be9,de GER,DFMF,Hertha BSC,de Bundesliga,27-021,1995,22.6,37.3,44.5,83.9,816.0,308.9,10.9,12.5,86.9,18.9,20.8,90.7,7.39,10.5,70.5,0.00,0.01,-0.01,0.13,1.42,0.13,0.00,2.35,Matches
2503,Jason Steele\28300a16,eng ENG,GK,Brighton,eng Premier League,31-260,1990,1.0,34.0,38.0,89.5,824.0,323.0,8.00,8.00,100.0,19.0,19.0,100.0,7.00,11.0,63.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2504,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,eng Premier League,29-224,1992,1.0,27.0,36.0,75.0,759.0,560.0,2.00,2.00,100.0,16.0,16.0,100.0,9.00,18.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2505,Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,de Bundesliga,30-183,1991,10.7,30.9,40.2,77.0,554.3,170.1,15.0,17.2,87.0,11.6,15.3,75.6,3.83,5.98,64.1,0.09,0.11,-0.02,1.03,2.06,0.93,0.37,3.36,Matches
2506,Zack Steffen\42130443,us USA,GK,Manchester City,eng Premier League,27-033,1995,1.0,33.0,38.0,86.8,638.0,313.0,18.0,18.0,100.0,10.0,10.0,100.0,5.00,10.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2507,Calvin Stengs\8f7e6783,nl NED,MF,Nice,fr Ligue 1,23-138,1998,11.8,25.8,35.4,72.7,454.7,166.7,13.1,16.2,81.2,8.31,11.3,73.7,3.81,6.36,60.0,0.08,0.20,-0.12,1.95,2.97,1.44,0.42,3.31,Matches
2508,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,de Bundesliga,26-046,1996,10.0,55.2,68.1,81.1,1304.7,468.8,15.6,17.1,91.2,25.1,28.4,88.4,13.9,20.5,67.8,0.00,0.02,-0.02,0.70,4.50,0.90,0.30,5.30,Matches
2509,Dale Stephens\653ee42d,eng ENG,MF,Burnley,eng Premier League,32-327,1989,1.4,31.4,40.7,77.2,596.4,152.9,11.4,16.4,69.6,15.0,17.9,84.0,4.29,5.00,85.7,0.00,0.00,0.00,0.71,1.43,0.71,0.00,2.14,Matches
2510,Jack Stephens\6adbc307,eng ENG,DF,Southampton,eng Premier League,28-098,1994,7.0,40.1,50.4,79.6,835.4,265.9,13.1,14.1,92.9,19.9,23.4,84.8,6.57,11.6,56.8,0.00,0.04,-0.04,0.57,2.29,0.00,0.00,2.86,Matches
2511,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,eng Premier League,27-148,1994,21.3,31.2,37.7,82.9,439.0,88.9,19.9,22.1,90.0,9.53,11.3,84.6,1.08,1.88,57.5,0.14,0.18,-0.04,1.55,0.70,2.16,0.33,3.05,Matches
2512,Finley Stevens\7e003182,wls WAL,DF,Brentford,eng Premier League,19-025,2003,0.2,25.0,40.0,62.5,470.0,255.0,10.0,15.0,66.7,15.0,20.0,75.0,0.00,5.00,0.0,0.00,0.00,0.00,5.00,0.00,5.00,0.00,10.0,Matches
2513,Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,de Bundesliga,21-031,2001,16.9,42.6,51.3,83.0,738.5,197.4,19.9,22.8,87.3,17.8,20.0,89.1,4.02,6.27,64.2,0.06,0.07,-0.01,0.71,3.73,1.12,0.12,4.73,Matches
2514,Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,de Bundesliga,33-252,1988,16.3,37.1,45.3,82.0,605.3,132.5,19.9,22.5,88.6,12.3,14.6,84.0,3.62,5.52,65.6,0.31,0.21,0.10,1.60,3.19,1.47,0.18,3.44,Matches
2515,Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,de Bundesliga,28-251,1993,4.4,52.7,72.3,73.0,925.0,352.0,27.3,32.3,84.5,18.0,24.5,73.1,6.59,12.7,51.8,0.23,0.34,-0.11,3.18,6.59,2.50,1.14,9.55,Matches
2516,Petar Stojanović\13b44b02,si SVN,DF,Empoli,it Serie A,26-210,1995,28.4,44.6,56.9,78.4,812.5,357.0,20.3,22.5,90.0,19.4,23.6,82.2,4.72,8.66,54.5,0.04,0.11,-0.07,1.16,2.99,2.15,0.60,5.46,Matches
2517,John Stones\5eecec3d,eng ENG,DF,Manchester City,eng Premier League,27-342,1994,11.4,75.1,80.5,93.2,1545.9,377.1,26.3,28.2,93.2,36.3,37.2,97.6,12.0,14.2,84.6,0.00,0.01,-0.01,0.18,5.96,0.18,0.00,3.60,Matches
2518,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,27-047,1995,20.0,26.2,31.3,83.8,670.4,387.6,7.35,7.40,99.3,8.45,8.65,97.7,9.55,14.3,66.8,0.00,0.01,-0.01,0.05,0.15,0.05,0.00,0.05,Matches
2519,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,it Serie A,31-284,1990,10.4,41.5,49.1,84.5,989.3,455.5,10.6,11.9,88.7,19.7,22.3,88.4,11.0,13.9,78.6,0.00,0.03,-0.03,0.29,3.27,0.29,0.10,3.85,Matches
2520,Dávid Strelec\2cb9486d,sk SVK,FWMF,Spezia,it Serie A,21-031,2001,5.6,18.6,24.6,75.4,290.7,72.0,10.2,13.0,78.1,5.54,7.32,75.6,1.79,2.50,71.4,0.00,0.14,-0.14,1.07,0.89,1.07,0.18,1.96,Matches
2521,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,de Bundesliga,31-358,1990,3.6,18.9,26.1,72.3,375.0,126.1,6.11,7.78,78.6,9.17,10.3,89.2,3.06,6.11,50.0,0.00,0.00,0.00,0.28,1.94,0.28,0.00,2.78,Matches
2522,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,it Serie A,32-081,1990,7.1,41.3,50.4,81.8,813.7,215.4,15.8,18.6,84.8,17.9,19.4,92.0,6.76,10.3,65.8,0.00,0.03,-0.03,0.42,3.94,0.14,0.14,3.94,Matches
2523,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,eng Premier League,22-267,1999,20.8,47.6,54.4,87.5,1013.7,272.4,13.9,15.2,91.2,25.9,27.6,93.6,7.55,10.5,72.0,0.00,0.01,-0.01,0.24,2.64,0.10,0.00,3.13,Matches
2524,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,it Serie A,31-073,1991,7.6,28.8,38.3,75.3,476.3,194.6,14.9,16.6,89.7,10.5,13.9,75.5,2.50,6.32,39.6,0.13,0.12,0.01,1.45,1.32,0.66,0.26,1.45,Matches
2525,Leo Štulac\92948398,si SVN,MF,Empoli,it Serie A,27-221,1994,8.1,43.0,54.0,79.6,875.3,284.8,14.6,15.8,92.2,20.9,23.5,88.9,6.54,12.5,52.5,0.25,0.05,0.20,1.11,4.07,0.74,0.12,4.44,Matches
2526,Stefano Sturaro\2334478a,it ITA,MF,Genoa,it Serie A,29-057,1993,19.6,19.3,30.3,63.8,325.1,117.8,9.54,12.7,75.4,6.68,10.1,66.5,2.24,4.69,47.8,0.00,0.03,-0.03,0.36,1.22,0.66,0.26,2.55,Matches
2527,Damián Suárez\ba5004e1,uy URU,DF,Getafe,es La Liga,34-008,1988,28.2,33.5,48.9,68.7,675.4,341.8,14.0,16.3,86.3,14.2,18.9,74.9,4.82,11.5,41.8,0.11,0.10,0.01,1.49,3.40,1.38,0.82,4.50,Matches
2528,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,es La Liga,28-119,1994,27.6,52.0,65.2,79.8,916.9,233.4,24.9,28.0,88.9,20.2,24.1,83.8,5.65,10.1,55.7,0.11,0.12,-0.01,1.30,5.22,0.91,0.22,4.42,Matches
2529,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,es La Liga,35-101,1987,19.5,17.4,24.0,72.6,288.0,46.1,9.54,12.6,75.9,5.64,7.23,78.0,1.95,2.62,74.5,0.10,0.07,0.04,0.72,1.03,0.72,0.15,1.44,Matches
2530,Mario Suárez\7106f0a0,es ESP,DF,Rayo Vallecano,es La Liga,35-070,1987,6.2,28.5,36.6,78.0,701.5,276.1,6.13,6.77,90.5,14.7,17.3,85.0,7.58,12.4,61.0,0.00,0.00,0.00,0.16,2.42,0.00,0.00,2.90,Matches
2531,Isaac Success\f573a8bf,ng NGA,FW,Udinese,it Serie A,26-118,1996,10.1,17.9,28.3,63.3,308.1,77.7,8.81,13.4,65.9,6.04,8.51,70.9,2.18,3.96,55.0,0.50,0.30,0.20,1.68,1.78,0.59,0.10,1.88,Matches
2532,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,de Bundesliga,26-244,1995,20.1,76.8,84.7,90.7,1610.8,558.6,24.0,25.4,94.7,39.0,41.6,93.5,12.8,15.6,82.2,0.10,0.05,0.05,0.40,5.97,0.45,0.05,6.17,Matches
2533,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,fr Ligue 1,20-079,2002,11.3,25.4,31.8,79.9,496.5,115.9,11.4,13.3,86.0,9.38,10.9,86.2,4.07,5.75,70.8,0.18,0.12,0.05,1.86,1.24,1.86,0.62,3.10,Matches
2534,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,eng Premier League,20-187,2001,1.4,35.7,49.3,72.5,536.4,135.7,18.6,22.1,83.9,12.9,17.9,72.0,2.14,4.29,50.0,0.00,0.07,-0.07,1.43,2.86,2.86,0.00,5.00,Matches
2535,Vladyslav Supriaha\73affbb6,ua UKR,FW,Sampdoria,it Serie A,22-079,2000,0.2,15.0,20.0,75.0,185.0,15.0,15.0,15.0,100.0,0.00,5.00,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2536,Suso\4e219ad2,es ESP,FW,Sevilla,es La Liga,28-167,1993,4.3,33.0,43.3,76.3,553.0,133.5,18.4,20.2,90.8,11.9,15.8,75.0,2.79,5.81,48.0,0.23,0.09,0.14,0.70,1.63,2.09,0.47,3.02,Matches
2537,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,it Serie A,22-124,2000,9.3,38.0,48.1,79.0,711.2,225.9,17.1,19.8,86.4,13.4,16.7,80.6,6.45,9.78,65.9,0.00,0.01,-0.01,0.22,2.04,0.43,0.32,3.12,Matches
2538,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,it Serie A,23-120,1999,27.7,27.5,37.2,74.0,482.2,144.5,14.2,16.0,88.7,8.77,11.7,75.2,3.65,7.33,49.8,0.11,0.12,-0.01,1.23,2.56,0.97,0.22,2.85,Matches
2539,Michael Svoboda\8abd174d,at AUT,DF,Venezia,it Serie A,23-202,1998,10.6,39.2,45.5,86.1,871.3,320.3,10.9,11.8,92.8,20.6,22.1,93.2,7.55,10.5,72.1,0.00,0.00,0.00,0.00,2.08,0.09,0.00,3.02,Matches
2540,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,fr Ligue 1,22-025,2000,1.7,30.6,44.7,68.4,725.9,219.4,4.71,5.29,88.9,18.8,24.1,78.0,7.06,14.7,48.0,0.00,0.00,0.00,0.00,1.18,0.00,0.00,0.59,Matches
2541,Mamadou Sylla\e5ec95f8,sn SEN,FW,Alavés,es La Liga,28-046,1994,4.4,8.86,15.7,56.5,165.2,35.0,4.55,7.50,60.6,3.41,5.45,62.5,0.91,2.05,44.4,0.00,0.02,-0.02,0.68,0.91,0.45,0.23,0.91,Matches
2542,Mamadou Sylla\e5ec95f8,sn SEN,FWMF,Rayo Vallecano,es La Liga,28-046,1994,2.2,18.2,26.4,69.0,306.4,73.6,7.73,10.5,73.9,8.18,11.4,72.0,1.36,3.18,42.9,0.00,0.05,-0.05,0.45,1.82,0.45,0.00,2.73,Matches
2543,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,de Bundesliga,34-147,1987,2.9,17.2,27.2,63.3,207.6,44.1,9.66,13.1,73.7,3.79,7.59,50.0,0.34,2.07,16.7,0.00,0.17,-0.17,1.38,0.69,0.00,0.00,1.72,Matches
2544,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,32-017,1990,32.0,24.7,30.4,81.2,715.1,380.4,3.50,3.53,99.1,11.5,11.6,99.2,9.56,15.1,63.4,0.00,0.00,-0.00,0.09,0.06,0.00,0.00,0.00,Matches
2545,Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,de Bundesliga,21-192,2000,16.9,43.6,56.6,77.0,729.9,207.3,22.4,26.6,84.0,14.3,17.8,80.7,5.09,8.64,58.9,0.41,0.30,0.12,2.31,2.78,2.07,0.71,3.96,Matches
2546,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,eng Premier League,24-063,1998,4.1,35.9,42.9,83.5,772.7,206.6,11.7,13.7,85.7,16.1,17.6,91.7,7.32,10.5,69.8,0.00,0.00,0.00,0.00,2.93,0.00,0.00,1.71,Matches
2547,Alexander Sørloth\e92cd3f7,no NOR,FW,Real Sociedad,es La Liga,26-151,1995,15.9,17.8,24.3,73.1,257.0,40.3,10.5,13.5,78.0,5.53,7.67,72.1,1.01,1.51,66.7,0.00,0.13,-0.13,1.07,0.94,0.69,0.13,1.45,Matches
2548,Tachi\8b625720,es ESP,DF,Alavés,es La Liga,24-237,1997,2.7,20.4,31.5,64.7,594.8,313.0,3.70,5.93,62.5,10.4,13.3,77.8,6.30,12.2,51.5,0.00,0.04,-0.04,0.37,3.70,0.37,0.37,1.85,Matches
2549,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,de Bundesliga,26-083,1996,30.0,52.9,59.0,89.7,1141.7,331.6,13.2,14.3,92.3,30.6,32.7,93.6,8.73,11.2,78.0,0.07,0.03,0.04,0.23,2.67,0.10,0.03,3.07,Matches
2550,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,fr Ligue 1,20-059,2002,1.5,38.7,47.3,81.7,589.3,102.0,23.3,28.0,83.3,12.7,14.7,86.4,2.67,4.00,66.7,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.67,Matches
2551,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,fr Ligue 1,29-092,1993,20.8,46.8,53.8,87.0,904.5,192.2,19.6,22.4,87.7,18.5,20.6,89.5,8.03,9.09,88.4,0.14,0.17,-0.02,1.35,5.43,1.49,0.19,5.38,Matches
2552,Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,it Serie A,28-090,1994,26.2,36.6,46.0,79.7,648.0,197.6,17.5,20.3,85.9,14.2,17.0,83.2,4.20,6.53,64.3,0.08,0.05,0.02,0.84,3.05,0.65,0.15,4.24,Matches
2553,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,eng Premier League,23-035,1999,8.2,39.9,48.3,82.6,718.2,213.4,18.0,20.4,88.6,17.6,20.7,84.7,3.66,6.22,58.8,0.00,0.05,-0.05,0.24,1.10,0.61,0.12,2.20,Matches
2554,Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,es La Liga,26-281,1995,14.8,42.8,53.8,79.6,908.4,197.6,14.1,16.4,86.0,18.2,21.0,86.5,9.32,13.9,67.3,0.00,0.01,-0.01,0.27,2.91,0.61,0.00,2.91,Matches
2555,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,de Bundesliga,23-092,1999,18.2,63.4,71.5,88.6,1411.5,419.9,14.3,15.5,91.9,35.1,37.1,94.7,12.7,17.0,75.1,0.00,0.00,0.00,0.05,3.74,0.00,0.00,2.91,Matches
2556,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,fr Ligue 1,30-013,1992,26.2,56.9,69.4,82.1,1176.7,354.7,22.1,24.2,91.0,23.7,26.9,88.1,10.1,16.4,61.8,0.08,0.10,-0.03,1.72,5.88,0.88,0.11,5.88,Matches
2557,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,eng Premier League,26-229,1995,13.0,36.8,49.8,73.8,664.2,325.6,16.4,18.7,87.7,15.9,20.0,79.6,3.54,9.00,39.3,0.00,0.08,-0.08,1.31,3.00,0.92,0.23,3.62,Matches
2558,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,eng Premier League,26-229,1995,15.9,37.7,50.6,74.4,734.7,350.9,15.3,18.1,84.7,17.1,20.6,83.2,4.65,9.50,49.0,0.06,0.14,-0.08,1.38,4.21,1.45,0.50,5.91,Matches
2559,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,fr Ligue 1,19-350,2002,0.1,70.0,70.0,100.0,890.0,120.0,50.0,50.0,100.0,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2560,James Tarkowski\15ea812b,eng ENG,DF,Burnley,eng Premier League,29-167,1992,32.0,22.8,32.1,71.0,579.3,228.8,5.59,7.41,75.5,10.3,13.3,77.0,6.69,10.8,62.0,0.06,0.02,0.04,0.22,2.53,0.34,0.00,2.59,Matches
2561,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,36-085,1986,6.0,27.0,34.3,78.6,832.5,523.0,4.00,4.00,100.0,12.5,12.5,100.0,10.5,17.8,58.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2562,Niklas Tauer\27270af4,de GER,DFMF,Mainz 05,de Bundesliga,21-077,2001,5.2,27.7,36.5,75.8,510.6,152.5,12.3,15.4,80.0,11.2,14.0,79.5,3.85,5.58,69.0,0.00,0.00,0.00,0.00,1.15,0.19,0.00,1.92,Matches
2563,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,eng Premier League,22-099,2000,11.2,45.7,56.0,81.7,769.1,230.9,23.8,26.3,90.5,17.9,21.1,84.7,3.57,6.34,56.3,0.09,0.08,0.01,0.63,1.88,0.71,0.45,1.96,Matches
2564,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,eng Premier League,28-229,1993,26.3,31.9,44.9,71.0,600.6,260.1,15.1,17.3,87.4,11.6,14.8,78.2,4.64,10.6,43.6,0.11,0.12,-0.01,0.65,2.24,0.80,0.53,2.66,Matches
2565,Loum Tchaouna\a3c8b4d3,fr FRA,FWMF,Rennes,fr Ligue 1,18-239,2003,1.0,26.0,40.0,65.0,447.0,94.0,13.0,18.0,72.2,9.00,15.0,60.0,3.00,5.00,60.0,0.00,0.10,-0.10,2.00,1.00,1.00,1.00,0.00,Matches
2566,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,fr Ligue 1,24-014,1998,2.3,36.5,41.7,87.5,724.8,164.8,13.9,15.2,91.4,16.5,17.4,95.0,5.65,8.70,65.0,0.00,0.04,-0.04,0.87,3.91,0.87,0.43,2.61,Matches
2567,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,fr Ligue 1,22-098,2000,29.5,56.2,64.5,87.1,1128.1,288.0,20.6,22.9,90.0,26.0,28.9,89.9,8.98,11.2,80.1,0.03,0.08,-0.04,0.64,5.36,1.02,0.20,5.66,Matches
2568,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,fr Ligue 1,17-008,2005,0.5,32.0,48.0,66.7,642.0,182.0,16.0,20.0,80.0,8.00,14.0,57.1,8.00,10.0,80.0,0.00,0.20,-0.20,2.00,2.00,0.00,0.00,2.00,Matches
2569,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,fr Ligue 1,24-329,1997,3.2,21.9,26.6,82.4,326.6,50.6,13.1,13.8,95.5,6.56,8.44,77.8,1.56,1.88,83.3,0.31,0.31,0.00,0.94,0.94,0.31,0.00,0.94,Matches
2570,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,eng Premier League,22-304,1999,8.2,12.4,20.6,60.4,179.3,44.9,7.80,9.88,79.0,3.54,6.22,56.9,0.61,2.68,22.7,0.00,0.09,-0.09,0.73,0.73,0.37,0.24,1.10,Matches
2571,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,eng Premier League,29-141,1992,16.4,47.9,64.0,74.8,771.6,318.1,25.3,28.7,88.1,17.9,22.1,81.0,3.60,10.4,34.7,0.24,0.10,0.14,1.52,2.56,0.91,0.37,3.29,Matches
2572,Cristian Tello\72a99e38,es ESP,FWMF,Betis,es La Liga,30-267,1991,9.0,31.0,40.3,76.9,496.6,122.7,16.6,19.9,83.2,10.4,13.0,80.3,2.78,4.44,62.5,0.22,0.22,0.00,1.78,1.22,1.11,0.44,2.44,Matches
2573,Nahuel Tenaglia\66654daa,ar ARG,DF,Alavés,es La Liga,26-073,1996,9.3,23.7,38.1,62.1,459.2,254.8,9.57,12.3,78.1,10.9,15.1,72.1,3.01,8.82,34.1,0.00,0.01,-0.01,0.22,2.47,0.32,0.00,2.69,Matches
2574,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,30-005,1992,32.0,32.0,37.0,86.6,856.0,489.8,5.81,5.88,98.9,16.1,16.3,98.7,9.88,14.5,68.0,0.00,0.00,-0.00,0.03,0.25,0.00,0.00,0.06,Matches
2575,Filippo Terracciano\5cbb5ad6,it ITA,DF,Hellas Verona,it Serie A,19-086,2003,0.1,30.0,50.0,60.0,370.0,180.0,20.0,20.0,100.0,10.0,20.0,50.0,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2576,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,32-058,1990,28.8,39.0,48.2,80.9,1181.4,610.1,5.42,5.45,99.4,16.7,16.9,98.8,16.7,25.6,65.4,0.00,0.00,0.00,0.03,0.63,0.03,0.00,0.03,Matches
2577,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,fr Ligue 1,25-062,1997,28.1,24.9,31.5,79.1,409.7,87.7,13.2,15.3,86.5,7.97,10.3,77.2,2.78,3.95,70.3,0.04,0.12,-0.08,1.21,1.67,1.32,0.28,2.95,Matches
2578,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,it Serie A,22-261,1999,2.8,66.8,80.4,83.1,1281.4,437.1,28.6,30.4,94.1,28.6,32.5,87.9,9.29,15.4,60.5,0.36,0.14,0.21,1.43,2.14,2.50,1.79,3.57,Matches
2579,Robert Tesche\037130ca,de GER,MF,Bochum,de Bundesliga,34-343,1987,3.2,35.3,41.6,85.0,731.6,152.5,14.4,16.6,86.8,14.1,15.0,93.8,6.88,9.06,75.9,0.00,0.00,0.00,0.00,3.75,0.31,0.00,4.06,Matches
2580,Tanner Tessmann\ac277993,us USA,MF,Venezia,it Serie A,20-223,2001,7.4,21.6,28.6,75.5,447.7,125.9,9.05,10.9,82.7,8.38,10.0,83.8,3.92,6.62,59.2,0.00,0.01,-0.01,0.41,2.43,0.14,0.00,2.16,Matches
2581,Tetê\7120a04d,br BRA,FW,Lyon,fr Ligue 1,22-079,2000,3.5,23.7,31.7,74.8,402.0,99.7,9.71,11.7,82.9,10.6,12.9,82.2,2.29,4.57,50.0,0.57,0.14,0.43,1.14,1.71,1.43,0.00,4.00,Matches
2582,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,de Bundesliga,25-111,1997,1.2,16.7,25.0,66.7,304.2,63.3,5.00,5.83,85.7,10.0,11.7,85.7,0.83,3.33,25.0,0.00,0.08,-0.08,1.67,2.50,0.00,0.00,0.83,Matches
2583,Arthur Theate\df8d6029,be BEL,DF,Bologna,it Serie A,21-345,2000,26.1,45.9,54.9,83.7,924.1,323.6,16.8,18.6,90.3,21.9,24.5,89.4,6.93,10.7,65.1,0.04,0.01,0.03,0.23,4.14,0.31,0.08,3.33,Matches
2584,Jan Thielmann\fd53759d,de GER,MFFW,Köln,de Bundesliga,19-344,2002,12.6,18.7,31.0,60.5,356.1,104.3,7.46,11.2,66.7,7.38,11.0,67.4,3.25,5.79,56.2,0.24,0.17,0.07,1.51,1.03,1.51,0.87,2.46,Matches
2585,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,fr Ligue 1,26-338,1995,0.0,2,4,50.0,15,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2586,Sada Thioub\f4bc42b1,sn SEN,DF,Saint-Étienne,fr Ligue 1,26-338,1995,9.9,38.6,49.8,77.5,633.5,248.2,20.8,23.7,87.7,13.4,16.6,81.1,3.54,7.17,49.3,0.10,0.10,0.00,1.01,2.63,1.21,0.40,3.94,Matches
2587,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,eng Premier League,20-329,2001,20.2,49.4,61.2,80.6,789.7,289.2,24.8,27.3,90.7,21.0,24.8,84.8,2.62,6.24,42.1,0.05,0.08,-0.03,0.54,3.27,0.69,0.10,3.61,Matches
2588,Romain Thomas\275e2c51,fr FRA,DF,Angers,fr Ligue 1,33-327,1988,26.8,51.9,59.3,87.7,1197.0,420.6,12.0,12.8,93.6,28.0,30.1,92.9,11.5,15.4,74.6,0.00,0.00,-0.00,0.07,2.72,0.00,0.00,2.87,Matches
2589,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,fr Ligue 1,28-146,1993,23.9,38.7,50.2,77.2,666.3,161.3,18.8,22.3,84.2,15.4,18.3,84.0,3.77,6.53,57.7,0.17,0.17,-0.00,1.30,3.56,1.26,0.38,4.02,Matches
2590,Erik Thommy\df8e7b62,de GER,DFFW,Stuttgart,de Bundesliga,27-258,1994,2.6,30.4,40.4,75.2,551.2,131.2,13.1,16.2,81.0,11.9,13.1,91.2,3.85,7.69,50.0,0.00,0.15,-0.15,2.69,2.31,0.77,0.38,2.31,Matches
2591,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,eng Premier League,21-283,2000,1.6,13.1,25.6,51.2,211.3,57.5,6.25,8.75,71.4,5.00,6.25,80.0,1.25,8.13,15.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,Matches
2592,Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,it Serie A,26-000,1996,30.2,22.8,31.0,73.4,333.3,101.6,12.9,16.2,80.1,7.35,10.0,73.3,1.26,2.35,53.5,0.03,0.03,0.00,0.40,2.02,0.40,0.00,2.68,Matches
2593,Thuler\db23d9fc,br BRA,DF,Montpellier,fr Ligue 1,23-056,1999,8.8,29.4,35.1,83.8,611.9,197.0,8.64,9.89,87.4,16.3,17.7,91.7,4.32,6.82,63.3,0.00,0.00,0.00,0.00,0.57,0.00,0.00,1.14,Matches
