Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
970,Willem Geubbels\9836e892,fr FRA,FWMF,Nantes,fr Ligue 1,20-262,2001,5.2,0.58,0.58,0.38,0.00,0.00,0.00,0.00,0.19,0.38,0.38,0.19,0.00,0.00,0.00,0.00,0.19,Matches
971,Hamadi Al Ghaddioui\5723931e,ma MAR,FW,Stuttgart,de Bundesliga,31-225,1990,5.5,1.82,1.81,1.64,0.00,0.00,0.18,0.00,0.00,0.55,0.54,0.55,0.00,0.00,0.00,0.00,0.00,Matches
972,Anwar El Ghazi\ffa90327,nl NED,FW,Everton,eng Premier League,27-002,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
973,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,eng Premier League,27-002,1995,4.3,2.56,2.56,1.86,0.23,0.23,0.00,0.23,0.00,0.47,0.47,0.47,0.00,0.00,0.00,0.00,0.00,Matches
974,Lamine Ghezali\ce84946a,fr FRA,DF,Saint-Étienne,fr Ligue 1,22-303,1999,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
975,Paolo Ghiglione\71dc23da,it ITA,DF,Genoa,it Serie A,25-092,1997,6.7,1.94,1.94,0.90,0.45,0.15,0.45,0.00,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches
976,Saman Ghoddos\f7b1d4e0,ir IRN,DFMF,Brentford,eng Premier League,28-241,1993,6.0,4.17,4.20,3.00,0.33,0.00,0.17,0.50,0.17,0.33,0.34,0.17,0.00,0.00,0.00,0.17,0.00,Matches
977,Faouzi Ghoulam\c5adc293,dz ALG,DF,Napoli,it Serie A,31-093,1991,2.5,4.00,4.02,2.40,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
978,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,eng Premier League,26-200,1995,10.0,1.30,1.30,1.10,0.10,0.00,0.00,0.10,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
979,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,eng Premier League,22-098,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
980,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,eng Premier League,29-110,1993,26.7,0.41,0.41,0.37,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
981,Niko Gießelmann\7242b495,de GER,DF,Union Berlin,de Bundesliga,30-221,1991,23.1,2.29,2.29,1.21,0.82,0.09,0.13,0.04,0.00,0.35,0.35,0.17,0.09,0.00,0.09,0.00,0.00,Matches
982,Rafał Gikiewicz\17376543,pl POL,GK,Augsburg,de Bundesliga,34-191,1987,32.0,0.22,0.22,0.13,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
983,Óscar Gil\6652cf96,es ESP,DF,Espanyol,es La Liga,25-009,1997,18.8,1.06,1.07,0.85,0.21,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
984,Mario Gila\9c435456,es ESP,DF,Real Madrid,es La Liga,21-249,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
985,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,eng Premier League,20-328,2001,17.9,2.46,2.45,1.12,1.17,0.06,0.11,0.00,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,Matches
986,Daniel Ginczek\e5f63987,de GER,MFFW,Wolfsburg,de Bundesliga,31-022,1991,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
987,Matthias Ginter\f521b80a,de GER,DF,M'Gladbach,de Bundesliga,28-106,1994,26.1,1.65,1.65,1.26,0.08,0.00,0.19,0.08,0.04,0.11,0.12,0.08,0.00,0.00,0.04,0.00,0.00,Matches
988,Nicholas Gioacchini\79ab7593,us USA,MFFW,Montpellier,fr Ligue 1,21-284,2000,4.8,2.50,2.52,1.46,0.00,0.21,0.00,0.83,0.00,0.83,0.84,0.42,0.00,0.21,0.00,0.21,0.00,Matches
989,Sebastian Giovinco\2b7c18ae,it ITA,MF,Sampdoria,it Serie A,35-099,1987,0.4,2.50,2.31,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
990,Jimmy Giraudon\6ba71da5,fr FRA,DF,Troyes,fr Ligue 1,30-109,1992,18.0,0.39,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
991,Andrei Girotto\3befc2b6,br BRA,DFMF,Nantes,fr Ligue 1,30-077,1992,33.0,0.70,0.70,0.48,0.00,0.03,0.12,0.03,0.03,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
992,Olivier Giroud\16ceb862,fr FRA,FW,Milan,it Serie A,35-217,1986,19.0,2.58,2.58,1.58,0.00,0.11,0.58,0.21,0.11,0.32,0.32,0.21,0.00,0.00,0.11,0.00,0.00,Matches
993,Serge Gnabry\88e357ef,de GER,FWDF,Bayern Munich,de Bundesliga,26-295,1995,22.6,4.51,4.51,3.54,0.09,0.31,0.27,0.13,0.18,0.66,0.66,0.49,0.00,0.09,0.04,0.04,0.00,Matches
994,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,eng Premier League,24-110,1998,22.5,1.38,1.38,1.07,0.09,0.04,0.09,0.00,0.09,0.09,0.09,0.04,0.00,0.00,0.04,0.00,0.00,Matches
995,Diego Godín\fc4f85b1,uy URU,DF,Cagliari,it Serie A,36-078,1986,9.1,0.77,0.77,0.55,0.00,0.00,0.00,0.00,0.22,0.22,0.22,0.11,0.00,0.00,0.00,0.00,0.11,Matches
996,Edoardo Goldaniga\4b029b31,it ITA,DF,Cagliari,it Serie A,28-184,1993,10.4,0.77,0.77,0.58,0.00,0.00,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0.00,Matches
997,Edoardo Goldaniga\4b029b31,it ITA,MFDF,Sassuolo,it Serie A,28-184,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
998,Aleksandr Golovin\3708e9fa,ru RUS,FWMF,Monaco,fr Ligue 1,25-340,1996,14.6,3.70,3.70,2.26,1.30,0.00,0.07,0.07,0.00,0.41,0.41,0.27,0.07,0.00,0.00,0.07,0.00,Matches
999,André Gomes\1961b2aa,pt POR,MF,Everton,eng Premier League,28-279,1993,5.6,2.32,2.33,1.61,0.00,0.36,0.18,0.18,0.00,0.36,0.36,0.18,0.00,0.18,0.00,0.00,0.00,Matches
1000,Angel Gomes\645a3363,eng ENG,MFFW,Lille,fr Ligue 1,21-247,2000,9.2,2.39,2.38,1.96,0.22,0.00,0.00,0.22,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches
1001,Toti Gomes\f0caab96,pt POR,DF,Wolves,eng Premier League,23-109,1999,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1002,Dani Gómez\0e5ddc7c,es ESP,FW,Levante,es La Liga,23-279,1998,10.2,2.25,2.25,1.37,0.00,0.10,0.39,0.39,0.00,0.39,0.39,0.20,0.00,0.00,0.00,0.20,0.00,Matches
1003,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,eng Premier League,24-347,1997,3.2,2.19,2.20,1.88,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches
1004,Maxi Gómez\4c2e9442,uy URU,FW,Valencia,es La Liga,25-264,1996,18.6,2.37,2.37,1.67,0.00,0.05,0.05,0.59,0.00,0.22,0.22,0.05,0.00,0.05,0.00,0.11,0.00,Matches
1005,Moi Gómez\5a626448,es ESP,MFFW,Villarreal,es La Liga,27-316,1994,13.4,2.76,2.77,2.16,0.45,0.15,0.00,0.00,0.00,0.45,0.45,0.30,0.07,0.07,0.00,0.00,0.00,Matches
1006,Papu Gómez\6e4df551,ar ARG,MFFW,Sevilla,es La Liga,34-079,1988,17.0,2.53,2.54,1.76,0.24,0.24,0.06,0.18,0.06,0.41,0.41,0.24,0.00,0.06,0.06,0.06,0.00,Matches
1007,Sergi Gómez\bc6f5f06,es ESP,DF,Espanyol,es La Liga,30-038,1992,26.2,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
1008,Alfred Gomis\cecbce23,sn SEN,GK,Rennes,fr Ligue 1,28-242,1993,22.0,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1009,Maxime Gonalons\b8c1de25,fr FRA,MF,Granada,es La Liga,33-056,1989,14.1,1.49,1.39,1.21,0.00,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
1010,Vagner Gonçalves\743fd71f,cv CPV,MFFW,Metz,fr Ligue 1,26-115,1996,1.0,5.00,5.23,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1011,Cedric Gondo\ff37d2ef,ci CIV,FW,Salernitana,it Serie A,25-161,1996,7.8,3.21,3.22,2.56,0.00,0.13,0.13,0.38,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.13,0.00,Matches
1012,Álvaro González\42dcf26d,es ESP,DF,Marseille,fr Ligue 1,32-117,1990,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1013,Diego González\4ac7608e,es ESP,DF,Elche,es La Liga,27-097,1995,18.9,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1014,Édgar González\49d028db,es ESP,DF,Betis,es La Liga,25-034,1997,15.2,0.59,0.59,0.46,0.00,0.00,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,Matches
1015,Giovanni González\1fc474ae,uy URU,DF,Mallorca,es La Liga,27-227,1994,4.0,1.75,1.73,1.50,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1016,Nicolás González\2c56a792,es ESP,MF,Barcelona,es La Liga,20-122,2002,12.4,2.66,2.67,2.18,0.00,0.16,0.08,0.08,0.16,0.24,0.24,0.16,0.00,0.08,0.00,0.00,0.00,Matches
1017,Nicolás González\2374aaca,ar ARG,FW,Fiorentina,it Serie A,24-029,1998,23.2,3.53,3.53,2.16,0.04,0.17,0.39,0.69,0.09,0.52,0.52,0.22,0.00,0.00,0.04,0.22,0.04,Matches
1018,Peter González\1ccd3dae,do DOM,DFFW,Real Madrid,es La Liga,19-284,2002,0.1,20.0,16.36,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1019,Roberto González\56545648,es ESP,FWMF,Betis,es La Liga,21-119,2001,1.5,0.67,0.67,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1020,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,eng Premier League,26-275,1995,5.0,2.40,2.40,0.40,1.40,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1021,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,eng Premier League,21-070,2001,21.7,2.67,2.68,1.24,0.60,0.23,0.05,0.46,0.09,0.18,0.18,0.00,0.09,0.00,0.00,0.09,0.00,Matches
1022,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,eng Premier League,17-212,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1023,Leon Goretzka\cc86b9a3,de GER,MF,Bayern Munich,de Bundesliga,27-088,1995,13.7,3.80,3.79,3.28,0.07,0.00,0.22,0.15,0.07,0.44,0.44,0.44,0.00,0.00,0.00,0.00,0.00,Matches
1024,Gori\f3451c66,es ESP,MF,Espanyol,es La Liga,19-355,2002,0.1,10.0,10.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1025,Andoni Gorosabel\6f5f82c0,es ESP,DF,Real Sociedad,es La Liga,25-274,1996,22.2,1.76,1.76,1.49,0.14,0.05,0.05,0.05,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
1026,Robin Gosens\2d970560,de GER,DF,Inter,it Serie A,27-304,1994,1.5,2.67,2.63,2.00,0.00,0.00,0.67,0.00,0.00,0.67,0.66,0.67,0.00,0.00,0.00,0.00,0.00,Matches
1027,Robin Gosens\2d970560,de GER,DF,Atalanta,it Serie A,27-304,1994,5.1,2.35,2.35,1.57,0.00,0.00,0.39,0.39,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.20,0.00,Matches
1028,Dan Gosling\7fec31a0,eng ENG,MF,Watford,eng Premier League,32-093,1990,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1029,Amine Gouiri\aad56ca3,fr FRA,FWMF,Nice,fr Ligue 1,22-078,2000,28.0,3.82,3.82,2.07,0.75,0.50,0.25,0.21,0.04,0.39,0.39,0.36,0.00,0.00,0.00,0.04,0.00,Matches
1030,Jeffrey Gouweleeuw\1025db8e,nl NED,DF,Augsburg,de Bundesliga,30-299,1991,26.6,0.90,0.90,0.75,0.08,0.00,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
1031,Jonathan Gradit\06c48679,fr FRA,DF,Lens,fr Ligue 1,29-162,1992,31.1,1.03,1.03,0.96,0.00,0.00,0.03,0.00,0.03,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
1032,Jens Grahl\f26dee6b,de GER,GK,Eint Frankfurt,de Bundesliga,33-225,1988,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1033,Alberto Grassi\6cc97b6a,it ITA,MF,Cagliari,it Serie A,27-059,1995,21.3,1.22,1.22,0.80,0.09,0.05,0.19,0.09,0.00,0.09,0.09,0.05,0.00,0.00,0.05,0.00,0.00,Matches
1034,Jaume Grau\fc3d2006,es ESP,MF,Osasuna,es La Liga,25-000,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1035,Andrew Gravillon\49136c42,fr FRA,DF,Reims,fr Ligue 1,24-086,1998,22.7,0.79,0.79,0.66,0.04,0.00,0.04,0.00,0.04,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
1036,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,eng Premier League,25-311,1996,22.8,3.11,3.12,1.80,0.35,0.53,0.18,0.26,0.00,0.22,0.22,0.13,0.00,0.04,0.04,0.00,0.00,Matches
1037,Adrian Grbić\4a987ffa,at AUT,FWMF,Lorient,fr Ligue 1,25-274,1996,5.8,1.38,1.39,1.03,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1038,Ivo Grbić\3f034750,hr CRO,GK,Lille,fr Ligue 1,26-107,1996,21.0,0.10,0.10,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1039,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,eng Premier League,26-237,1995,19.2,4.74,4.75,3.80,0.05,0.21,0.21,0.47,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches
1040,Etienne Green\667b65da,eng ENG,GK,Saint-Étienne,fr Ligue 1,21-290,2000,13.3,0.15,0.15,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1041,Julian Green\ad1d6fa4,us USA,MF,Greuther Fürth,de Bundesliga,26-333,1995,11.3,1.86,1.86,0.88,0.53,0.09,0.00,0.27,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1042,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,eng Premier League,20-216,2001,14.1,3.12,3.12,2.62,0.00,0.28,0.07,0.14,0.00,0.50,0.50,0.43,0.00,0.00,0.07,0.00,0.00,Matches
1043,Sam Greenwood\f3354c07,eng ENG,FWMF,Leeds United,eng Premier League,20-099,2002,1.6,3.75,3.72,3.13,0.00,0.00,0.63,0.00,0.00,1.25,1.24,1.25,0.00,0.00,0.00,0.00,0.00,Matches
1044,Michael Gregoritsch\8e235926,at AUT,FWMF,Augsburg,de Bundesliga,28-017,1994,14.3,0.98,0.98,0.77,0.00,0.00,0.14,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,Matches
1045,Dominik Greif\30061f53,sk SVK,GK,Mallorca,es La Liga,25-029,1997,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1046,Clément Grenier\8b298f56,fr FRA,MF,Mallorca,es La Liga,31-118,1991,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1047,Sebastian Griesbeck\a8db7ebb,de GER,DFMF,Greuther Fürth,de Bundesliga,31-214,1990,25.1,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1048,Sebastian Griesbeck\a8db7ebb,de GER,MF,Union Berlin,de Bundesliga,31-214,1990,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1049,Antoine Griezmann\df69b544,fr FRA,FW,Barcelona,es La Liga,31-045,1991,2.9,1.72,1.71,1.72,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,Matches
1050,Antoine Griezmann\df69b544,fr FRA,FWMF,Atlético Madrid,es La Liga,31-045,1991,15.8,2.66,2.65,1.90,0.51,0.00,0.06,0.13,0.06,0.51,0.51,0.44,0.00,0.00,0.00,0.00,0.06,Matches
1051,Vincenzo Grifo\54e4866f,it ITA,MFFW,Freiburg,de Bundesliga,29-028,1993,28.8,4.24,4.23,2.29,1.46,0.10,0.28,0.10,0.00,0.66,0.66,0.38,0.24,0.00,0.00,0.03,0.00,Matches
1052,Lennart Grill\37998008,de GER,GK,Leverkusen,de Bundesliga,23-100,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1053,Florian Grillitsch\ffbbc83b,at AUT,DFMF,Hoffenheim,de Bundesliga,26-271,1995,16.6,1.99,1.99,1.81,0.00,0.06,0.00,0.06,0.06,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
1054,Arnaut Groeneveld\f08490a6,nl NED,FW,Villarreal,es La Liga,25-094,1997,16.4,2.20,2.20,1.28,0.00,0.55,0.24,0.06,0.06,0.49,0.49,0.24,0.00,0.18,0.06,0.00,0.00,Matches
1055,Pascal Groß\8aec0537,de GER,MFDF,Brighton,eng Premier League,30-324,1991,19.6,3.93,3.92,2.09,1.68,0.00,0.15,0.00,0.00,0.20,0.20,0.10,0.10,0.00,0.00,0.00,0.00,Matches
1056,Carlos Gruezo\f2dd9a21,ec ECU,MF,Augsburg,de Bundesliga,27-016,1995,9.7,1.13,1.13,1.03,0.00,0.00,0.10,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
1057,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,eng Premier League,35-115,1987,28.5,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1058,Andrés Guardado\ef322658,mx MEX,MF,Betis,es La Liga,35-219,1986,13.9,1.58,1.59,1.44,0.00,0.00,0.07,0.00,0.07,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
1059,Sergi Guardiola\32974271,es ESP,FW,Rayo Vallecano,es La Liga,30-341,1991,17.2,1.57,1.57,1.16,0.06,0.06,0.12,0.12,0.06,0.35,0.35,0.17,0.00,0.00,0.06,0.06,0.06,Matches
1060,Nemanja Gudelj\0076ab7f,rs SRB,DFMF,Sevilla,es La Liga,30-170,1991,9.6,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1061,Gabriel Gudmundsson\d5d22a58,se SWE,DFMF,Lille,fr Ligue 1,23-006,1999,13.8,1.52,1.53,1.01,0.07,0.22,0.07,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1062,Noah Guede-Nadje\94b442c0,fr FRA,FW,Angers,fr Ligue 1,18-174,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1063,Gonçalo Guedes\e6bc67d7,pt POR,FWMF,Valencia,es La Liga,25-157,1996,27.9,3.23,3.22,1.94,0.43,0.36,0.14,0.36,0.00,0.54,0.54,0.29,0.04,0.11,0.04,0.07,0.00,Matches
1064,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,eng Premier League,21-296,2000,33.0,0.52,0.52,0.48,0.00,0.00,0.03,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
1065,Mattéo Guendouzi\5ea8ef20,fr FRA,MF,Marseille,fr Ligue 1,23-021,1999,32.0,2.88,2.87,2.31,0.03,0.16,0.09,0.25,0.03,0.38,0.37,0.31,0.00,0.00,0.00,0.06,0.00,Matches
1066,Yanis Guermouche\642f9f79,fr FRA,FW,Montpellier,fr Ligue 1,21-020,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1067,Raphaël Guerreiro\048a1cbc,pt POR,DF,Dortmund,de Bundesliga,28-134,1993,18.2,2.75,2.75,1.81,0.66,0.11,0.11,0.00,0.05,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches
1068,Evann Guessand\b73f17f8,fr FRA,FW,Nice,fr Ligue 1,20-308,2001,4.2,2.14,2.13,1.19,0.00,0.48,0.00,0.24,0.24,0.71,0.71,0.48,0.00,0.00,0.00,0.24,0.00,Matches
1069,Ander Guevara\8e48dc61,es ESP,MF,Real Sociedad,es La Liga,24-302,1997,9.6,0.94,0.93,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1070,Lamine Gueye\9d5dcc23,sn SEN,MFFW,Metz,fr Ligue 1,24-053,1998,6.2,3.55,3.57,2.26,0.81,0.00,0.00,0.16,0.32,0.65,0.65,0.32,0.16,0.00,0.00,0.16,0.00,Matches
1071,Pape Gueye\7155e3e1,sn SEN,MF,Marseille,fr Ligue 1,23-101,1999,14.2,1.48,1.48,1.20,0.00,0.00,0.28,0.00,0.00,0.14,0.14,0.07,0.00,0.00,0.07,0.00,0.00,Matches
1072,John Guidetti\99bebd12,se SWE,FWMF,Alavés,es La Liga,30-020,1992,3.1,3.23,3.23,1.61,0.00,0.32,0.00,0.65,0.65,0.97,0.97,0.32,0.00,0.00,0.00,0.32,0.32,Matches
1073,Josuha Guilavogui\e6c43eec,fr FRA,MFDF,Bordeaux,fr Ligue 1,31-228,1990,11.8,1.36,1.36,1.10,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1074,Josuha Guilavogui\e6c43eec,fr FRA,MFDF,Wolfsburg,de Bundesliga,31-228,1990,10.5,1.24,1.24,0.95,0.00,0.10,0.19,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0.00,Matches
1075,Frederic Guilbert\5d8d7454,fr FRA,DF,Strasbourg,fr Ligue 1,27-132,1994,26.0,2.88,2.89,1.50,1.12,0.04,0.04,0.08,0.12,0.23,0.23,0.12,0.12,0.00,0.00,0.00,0.00,Matches
1076,Hugo Guillamón\f7c12fbf,es ESP,MFDF,Valencia,es La Liga,22-094,2000,25.7,0.93,0.93,0.82,0.00,0.00,0.04,0.04,0.04,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
1077,Bruno Guimarães\82518f62,br BRA,MF,Lyon,fr Ligue 1,24-170,1997,18.2,3.74,3.75,3.13,0.11,0.16,0.00,0.22,0.11,0.44,0.44,0.38,0.00,0.00,0.00,0.05,0.00,Matches
1078,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,eng Premier League,24-170,1997,8.5,2.24,2.24,1.76,0.00,0.12,0.24,0.00,0.12,0.35,0.35,0.12,0.00,0.00,0.12,0.00,0.12,Matches
1079,Sehrou Guirassy\923f4dda,gn GUI,FW,Rennes,fr Ligue 1,26-054,1996,10.6,1.98,1.98,1.23,0.00,0.09,0.47,0.19,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
1080,Péter Gulácsi\bcb2ccd8,hu HUN,GK,RB Leipzig,de Bundesliga,31-364,1990,31.0,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
1081,Manuel Gulde\25ab9c9c,de GER,DF,Freiburg,de Bundesliga,31-082,1991,13.6,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1082,Gerard Gumbau\ac454a4f,es ESP,MF,Elche,es La Liga,27-138,1994,17.4,2.41,2.41,1.21,1.09,0.06,0.06,0.00,0.00,0.40,0.40,0.34,0.06,0.00,0.00,0.00,0.00,Matches
1083,Robert Gumny\1df0c0b9,pl POL,DF,Augsburg,de Bundesliga,23-335,1998,24.6,0.85,0.85,0.61,0.04,0.04,0.08,0.08,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.00,0.00,Matches
1084,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,eng Premier League,31-193,1990,18.4,3.53,3.54,2.61,0.65,0.22,0.00,0.00,0.05,0.33,0.33,0.27,0.00,0.05,0.00,0.00,0.00,Matches
1085,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,eng Premier League,26-103,1996,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1086,Christian Günter\8593f88c,de GER,DF,Freiburg,de Bundesliga,29-066,1993,32.0,3.00,3.00,1.56,1.16,0.03,0.03,0.22,0.00,0.41,0.41,0.19,0.13,0.00,0.03,0.06,0.00,Matches
