Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
2143,Przemysław Płacheta\3c33f9d9,pl POL,FWMF,Norwich City,eng Premier League,24-043,1998,5.1,1.96,1.96,0.59,0.39,0.39,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2144,Yacine Qasmi\3b3cbebb,ma MAR,MF,Rayo Vallecano,es La Liga,31-122,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2145,Fabio Quagliarella\ee4f2f3b,it ITA,FW,Sampdoria,it Serie A,39-094,1983,17.5,2.46,2.45,1.71,0.06,0.29,0.29,0.06,0.06,0.34,0.34,0.29,0.00,0.06,0.00,0.00,0.00,Matches
2146,Quini\7a538238,es ESP,DF,Granada,es La Liga,32-223,1989,21.6,1.20,1.20,0.93,0.14,0.05,0.05,0.00,0.05,0.09,0.09,0.05,0.00,0.00,0.00,0.00,0.05,Matches
2147,Dani Raba\ea6a7ab4,es ESP,MFFW,Granada,es La Liga,26-188,1995,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2148,Dani Raba\ea6a7ab4,es ESP,MFFW,Villarreal,es La Liga,26-188,1995,1.0,6.00,6.07,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2149,Adrien Rabiot\8794e251,fr FRA,MF,Juventus,it Serie A,27-032,1995,23.4,1.58,1.58,1.28,0.00,0.13,0.09,0.09,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
2150,Uroš Račić\faed84db,rs SRB,MF,Valencia,es La Liga,24-049,1998,11.7,1.62,1.62,1.20,0.17,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2151,Nemanja Radoja\b5dd3469,rs SRB,MF,Levante,es La Liga,29-088,1993,11.2,0.63,0.62,0.54,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
2152,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,fr Ligue 1,26-079,1996,0.2,10.0,10.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2153,Ivan Radovanović\023937a9,rs SRB,DFMF,Salernitana,it Serie A,33-249,1988,7.7,0.91,0.91,0.78,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2154,Ionuț Radu\67f649be,ro ROU,GK,Inter,it Serie A,24-342,1997,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2155,Ștefan Radu\53de807a,ro ROU,DF,Lazio,it Serie A,35-195,1986,6.1,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2156,Boris Radunović\0dfce079,rs SRB,GK,Cagliari,it Serie A,25-344,1996,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2157,Sidney Raebiger\a8090a41,de GER,MF,RB Leipzig,de Bundesliga,17-018,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2158,Rafinha\0c2ac3cb,br BRA,MFFW,Real Sociedad,es La Liga,29-082,1993,9.1,2.86,2.87,2.09,0.11,0.00,0.00,0.33,0.33,0.11,0.11,0.00,0.00,0.00,0.00,0.11,0.00,Matches
2159,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,fr Ligue 1,29-082,1993,2.4,3.33,3.27,1.67,0.00,0.42,0.00,0.42,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2160,Antonio Raillo\b857bd29,es ESP,DF,Mallorca,es La Liga,30-209,1991,13.0,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2161,Predrag Rajković\58ad9383,rs SRB,GK,Reims,fr Ligue 1,26-186,1995,35.0,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2162,Jesuran Rak Sakyi\45685411,eng ENG,MF,Crystal Palace,eng Premier League,19-212,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2163,Ivan Rakitić\89f951b5,hr CRO,MF,Sevilla,es La Liga,34-056,1988,22.8,2.98,2.99,1.71,0.92,0.00,0.22,0.09,0.04,0.44,0.44,0.22,0.18,0.00,0.04,0.00,0.00,Matches
2164,Diant Ramaj\b90c4a43,de GER,GK,Eint Frankfurt,de Bundesliga,20-228,2001,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2165,Jonás Ramalho\be3a0121,es ESP,DF,Osasuna,es La Liga,28-329,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2166,Adil Rami\8dbff17c,fr FRA,DF,Troyes,fr Ligue 1,36-129,1985,12.9,0.39,0.39,0.31,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2167,Sandro Ramírez\833fb62e,es ESP,FW,Getafe,es La Liga,26-300,1995,15.8,3.35,3.36,1.84,0.13,0.44,0.38,0.44,0.13,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
2168,Guilherme Ramos\df9c3473,pt POR,DF,Arminia,de Bundesliga,24-267,1997,8.1,0.37,0.37,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2169,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,fr Ligue 1,36-036,1986,6.9,0.58,0.58,0.43,0.00,0.00,0.14,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.00,0.00,Matches
2170,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,eng Premier League,23-356,1998,30.0,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,Matches
2171,Aaron Ramsey\ef619b0b,wls WAL,MF,Juventus,it Serie A,31-130,1990,1.1,1.82,1.82,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2172,Jacob Ramsey\1544f145,eng ENG,MF,Aston Villa,eng Premier League,20-342,2001,25.4,2.28,2.28,1.73,0.00,0.12,0.08,0.31,0.04,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,Matches
2173,Luca Ranieri\8c63fae5,it ITA,DF,Salernitana,it Serie A,23-012,1999,23.4,0.98,0.98,0.90,0.04,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
2174,Andrea Ranocchia\539230cf,it ITA,DF,Inter,it Serie A,34-078,1988,3.6,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2175,Tobias Raschl\bd992863,de GER,MF,Greuther Fürth,de Bundesliga,22-073,2000,5.1,0.39,0.40,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2176,Elba Rashani\25749008,xk KVX,FWMF,Clermont Foot,fr Ligue 1,28-361,1993,19.3,1.61,1.61,1.35,0.00,0.10,0.00,0.10,0.05,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
2177,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,eng Premier League,24-186,1997,13.7,2.12,2.11,1.31,0.00,0.29,0.15,0.36,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches
2178,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,eng Premier League,25-311,1996,22.5,2.13,2.13,1.29,0.53,0.04,0.13,0.09,0.04,0.18,0.18,0.13,0.04,0.00,0.00,0.00,0.00,Matches
2179,Giacomo Raspadori\6e058f06,it ITA,MFFW,Sassuolo,it Serie A,22-076,2000,27.6,3.37,3.37,2.32,0.29,0.18,0.14,0.29,0.14,0.40,0.40,0.25,0.00,0.04,0.00,0.07,0.04,Matches
2180,Raúl\18f0a9f0,es ESP,FW,Betis,es La Liga,21-183,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2181,David Raum\7d450ed3,de GER,DF,Hoffenheim,de Bundesliga,24-013,1998,28.6,4.27,4.26,2.97,1.08,0.03,0.10,0.03,0.03,0.63,0.63,0.56,0.03,0.00,0.03,0.00,0.00,Matches
2182,David Raya\98ea5115,es ESP,GK,Brentford,eng Premier League,26-232,1995,21.0,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2183,Ante Rebić\536cebe5,hr CRO,FW,Milan,it Serie A,28-226,1993,9.2,5.43,5.45,3.91,0.00,0.43,0.65,0.33,0.11,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,Matches
2184,Arkadiusz Reca\6213fd82,pl POL,DF,Spezia,it Serie A,26-322,1995,18.9,1.43,1.43,1.22,0.05,0.11,0.00,0.05,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
2185,Lluís Recasens\c31ea173,es ESP,DF,Espanyol,es La Liga,20-156,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2186,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,eng Premier League,28-060,1994,17.5,3.31,3.32,2.63,0.23,0.06,0.23,0.11,0.06,0.40,0.40,0.29,0.06,0.00,0.00,0.06,0.00,Matches
2187,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,eng Premier League,25-140,1996,21.3,2.44,2.44,1.92,0.14,0.14,0.09,0.14,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches
2188,Manolo Reina\605eb473,es ESP,GK,Mallorca,es La Liga,37-034,1985,18.0,0.28,0.28,0.17,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2189,Pepe Reina\e358587b,es ESP,GK,Lazio,it Serie A,39-247,1982,15.0,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
2190,Jeff Reine-Adélaïde\d504b3e1,fr FRA,MF,Lyon,fr Ligue 1,24-108,1998,0.9,8.89,8.67,8.89,0.00,0.00,0.00,0.00,0.00,2.22,2.17,2.22,0.00,0.00,0.00,0.00,0.00,Matches
2191,Reinier\6b21b7b5,br BRA,FWMF,Dortmund,de Bundesliga,20-106,2002,1.8,1.67,1.68,1.11,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2192,Karim Rekik\3376a776,nl NED,DF,Sevilla,es La Liga,27-154,1994,11.5,1.39,1.39,1.13,0.00,0.00,0.00,0.00,0.26,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
2193,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,es La Liga,27-042,1995,31.0,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2194,Panagiotis Retsos\4bd00a50,gr GRE,DFFW,Leverkusen,de Bundesliga,23-269,1998,0.4,2.50,2.81,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2195,Panagiotis Retsos\4bd00a50,gr GRE,DFMF,Hellas Verona,it Serie A,23-269,1998,0.6,1.67,1.64,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2196,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,de Bundesliga,32-339,1989,25.8,3.60,3.60,2.60,0.31,0.08,0.16,0.43,0.04,0.93,0.93,0.62,0.04,0.04,0.00,0.19,0.04,Matches
2197,Elvis Rexhbeçaj\1ae836b1,de GER,MF,Bochum,de Bundesliga,24-185,1997,27.4,1.61,1.60,1.06,0.18,0.00,0.07,0.26,0.04,0.15,0.15,0.11,0.00,0.00,0.00,0.04,0.00,Matches
2198,Gio Reyna\7fa4e703,us USA,MF,Dortmund,de Bundesliga,19-173,2002,4.9,3.47,3.49,2.04,1.22,0.20,0.00,0.00,0.00,0.20,0.21,0.00,0.20,0.00,0.00,0.00,0.00,Matches
2199,Bryan Reynolds\2306bf5c,us USA,DF,Roma,it Serie A,20-311,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2200,Nico Ribaudo\ce8039aa,es ESP,MFFW,Espanyol,es La Liga,21-024,2001,10.1,2.67,2.67,1.88,0.20,0.10,0.10,0.30,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2201,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,fr Ligue 1,20-052,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2202,Franck Ribéry\f61c7c4e,fr FRA,MFFW,Salernitana,it Serie A,39-028,1983,15.5,3.42,3.42,2.58,0.45,0.06,0.06,0.19,0.06,0.26,0.26,0.13,0.06,0.00,0.00,0.06,0.00,Matches
2203,Samuele Ricci\9823be92,it ITA,MF,Empoli,it Serie A,20-257,2001,17.0,1.18,1.18,0.88,0.12,0.00,0.00,0.12,0.06,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
2204,Samuele Ricci\9823be92,it ITA,MF,Torino,it Serie A,20-257,2001,5.8,1.72,1.73,1.38,0.17,0.00,0.17,0.00,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.00,Matches
2205,Declan Rice\1c7012b8,eng ENG,MF,West Ham,eng Premier League,23-111,1999,32.3,1.83,1.83,1.55,0.03,0.06,0.06,0.03,0.09,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
2206,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,de Bundesliga,22-038,2000,14.5,0.62,0.62,0.48,0.00,0.00,0.14,0.00,0.00,0.28,0.28,0.21,0.00,0.00,0.07,0.00,0.00,Matches
2207,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,de Bundesliga,22-038,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2208,Omar Richards\f9b1b7bf,eng ENG,DF,Bayern Munich,de Bundesliga,24-079,1998,4.8,2.08,2.10,1.46,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2209,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,eng Premier League,21-152,2000,0.3,3.33,3.60,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2210,Richarlison\fa031b34,br BRA,FWMF,Everton,eng Premier League,24-360,1997,24.0,2.13,2.12,1.58,0.00,0.04,0.17,0.29,0.04,0.21,0.21,0.17,0.00,0.00,0.04,0.00,0.00,Matches
2211,Marco Richter\f972644c,de GER,FWMF,Hertha BSC,de Bundesliga,24-162,1997,18.4,2.28,2.28,1.30,0.43,0.11,0.11,0.22,0.11,0.16,0.16,0.05,0.00,0.00,0.00,0.05,0.05,Matches
2212,Diego Rico\d9ba39fc,es ESP,DF,Real Sociedad,es La Liga,29-071,1993,14.4,1.46,1.46,1.32,0.07,0.00,0.07,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
2213,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,28-246,1993,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2214,Sergio Rico\5f0241b2,es ESP,GK,Mallorca,es La Liga,28-246,1993,13.0,0.08,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2215,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,eng Premier League,25-238,1996,1.3,2.31,2.29,1.54,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2216,Manuel Riemann\9f941969,de GER,GK,Bochum,de Bundesliga,33-238,1988,30.0,0.47,0.47,0.43,0.03,0.00,0.00,0.00,0.00,0.07,0.07,0.03,0.03,0.00,0.00,0.00,0.00,Matches
2217,Tomás Rincón\f1cfc209,ve VEN,MFFW,Torino,it Serie A,34-112,1988,1.8,1.67,1.66,0.56,0.56,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2218,Tomás Rincón\f1cfc209,ve VEN,MF,Sampdoria,it Serie A,34-112,1988,10.0,1.30,1.30,0.70,0.10,0.00,0.00,0.30,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2219,Luis Rioja\eb3dd471,es ESP,FWMF,Alavés,es La Liga,28-201,1993,31.8,2.36,2.36,1.42,0.25,0.35,0.22,0.13,0.00,0.22,0.22,0.16,0.00,0.03,0.03,0.00,0.00,Matches
2220,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,fr Ligue 1,29-052,1993,18.2,1.92,1.93,1.26,0.00,0.16,0.38,0.11,0.00,0.05,0.06,0.05,0.00,0.00,0.00,0.00,0.00,Matches
2221,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,fr Ligue 1,26-186,1995,18.0,1.78,1.77,1.44,0.00,0.11,0.06,0.11,0.06,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Matches
2222,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,eng Premier League,32-237,1989,14.8,2.70,2.70,1.22,1.42,0.00,0.07,0.00,0.00,0.20,0.20,0.14,0.07,0.00,0.00,0.00,0.00,Matches
2223,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,fr Ligue 1,19-340,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2224,Rober\c00097d2,es ESP,DF,Levante,es La Liga,27-078,1995,19.5,0.77,0.77,0.77,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
2225,Sergi Roberto\335fa267,es ESP,MFDF,Barcelona,es La Liga,30-087,1992,4.4,2.05,2.03,2.05,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches
2226,Connor Roberts\24fae784,wls WAL,DF,Burnley,eng Premier League,26-224,1995,15.3,0.98,0.98,0.78,0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
2227,Patrick Roberts\59d93937,eng ENG,DF,Troyes,fr Ligue 1,25-089,1997,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2228,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,eng Premier League,23-113,1999,11.0,2.55,2.55,2.00,0.00,0.18,0.18,0.18,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
2229,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,eng Premier League,28-055,1994,26.5,3.40,3.40,2.34,0.72,0.11,0.04,0.11,0.08,0.57,0.57,0.45,0.08,0.04,0.00,0.00,0.00,Matches
2230,Marc Roca\da27e268,es ESP,MF,Bayern Munich,de Bundesliga,25-160,1996,4.0,2.00,2.00,1.25,0.50,0.00,0.25,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
2231,Rubén Rochina\ecd8c01e,es ESP,MFFW,Granada,es La Liga,31-043,1991,8.3,2.65,2.66,2.05,0.36,0.12,0.00,0.00,0.12,0.36,0.36,0.12,0.24,0.00,0.00,0.00,0.00,Matches
2232,Cimo Röcker\611b1aae,de GER,DF,Hertha BSC,de Bundesliga,28-104,1994,0.2,5.00,4.09,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2233,Enzo Roco\37f827ec,cl CHI,DF,Elche,es La Liga,29-262,1992,25.4,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2234,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,fr Ligue 1,26-353,1995,21.7,0.32,0.32,0.23,0.00,0.00,0.00,0.05,0.05,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
2235,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,de Bundesliga,31-206,1990,7.9,3.04,3.03,2.91,0.00,0.00,0.13,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
2236,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,eng Premier League,24-195,1997,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2237,Rodri\6434f10d,es ESP,MF,Manchester City,eng Premier League,25-317,1996,28.0,2.39,2.39,2.07,0.04,0.07,0.14,0.00,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
2238,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,eng Premier League,31-060,1991,21.8,3.03,3.02,2.48,0.14,0.09,0.05,0.09,0.18,0.18,0.18,0.09,0.00,0.05,0.00,0.00,0.05,Matches
2239,Rodrigo\85bed4ee,es ESP,FW,Betis,es La Liga,21-354,2000,8.6,3.37,3.39,2.67,0.00,0.12,0.12,0.47,0.00,0.23,0.23,0.12,0.00,0.00,0.00,0.12,0.00,Matches
2240,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,fr Ligue 1,26-319,1995,9.4,1.38,1.38,1.28,0.00,0.00,0.11,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0.00,Matches
2241,Kévin Rodrigues\f1bed920,pt POR,DFFW,Rayo Vallecano,es La Liga,28-061,1994,3.8,1.05,1.06,0.53,0.26,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2242,Óscar Rodríguez Arnaiz\19709006,es ESP,FWMF,Sevilla,es La Liga,23-311,1998,4.6,3.48,3.45,2.17,0.65,0.00,0.00,0.22,0.43,0.22,0.22,0.00,0.00,0.00,0.00,0.22,0.00,Matches
2243,Óscar Rodríguez Arnaiz\19709006,es ESP,MFFW,Getafe,es La Liga,23-311,1998,8.6,2.91,2.90,1.16,1.16,0.00,0.23,0.35,0.00,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,Matches
2244,Ángel Rodríguez\8cfc2f69,es ESP,FW,Mallorca,es La Liga,35-009,1987,14.6,1.85,1.85,1.37,0.00,0.14,0.14,0.21,0.00,0.34,0.34,0.14,0.00,0.07,0.00,0.14,0.00,Matches
2245,Dani Rodríguez\70f8e0bd,es ESP,MFFW,Mallorca,es La Liga,33-333,1988,29.9,2.64,2.64,1.57,0.27,0.13,0.17,0.37,0.13,0.17,0.17,0.10,0.03,0.00,0.03,0.00,0.00,Matches
2246,Guido Rodríguez\34e393f2,ar ARG,MF,Betis,es La Liga,28-023,1994,24.1,1.54,1.54,1.37,0.00,0.00,0.04,0.08,0.04,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
2247,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,eng Premier League,32-280,1989,15.4,1.56,1.56,0.97,0.00,0.06,0.39,0.13,0.00,0.19,0.20,0.13,0.00,0.00,0.06,0.00,0.00,Matches
2248,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,it Serie A,29-253,1992,25.0,1.44,1.44,0.64,0.68,0.00,0.12,0.00,0.00,0.12,0.12,0.04,0.04,0.00,0.04,0.00,0.00,Matches
2249,Rodrygo\8f5e92a6,br BRA,FW,Real Madrid,es La Liga,21-116,2001,13.1,3.59,3.41,2.29,0.31,0.46,0.08,0.38,0.08,0.69,0.65,0.53,0.00,0.08,0.00,0.08,0.00,Matches
2250,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,eng Premier League,22-315,1999,13.6,1.18,1.18,0.88,0.00,0.07,0.07,0.15,0.00,0.22,0.22,0.15,0.00,0.00,0.07,0.00,0.00,Matches
2251,Marko Rog\b6b2b820,hr CRO,MF,Cagliari,it Serie A,26-290,1995,1.6,3.13,3.19,1.25,0.00,0.63,0.00,1.25,0.00,0.63,0.64,0.00,0.00,0.00,0.00,0.63,0.00,Matches
2252,Rogério\10e7f486,br BRA,DF,Sassuolo,it Serie A,24-112,1998,18.2,2.42,2.42,1.76,0.38,0.05,0.00,0.05,0.16,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
2253,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,it Serie A,27-113,1995,15.5,0.65,0.64,0.58,0.00,0.00,0.06,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
2254,Simone Romagnoli\09899de8,it ITA,DF,Empoli,it Serie A,32-085,1990,14.6,0.55,0.55,0.41,0.07,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2255,Leonardo Román\924ff27e,es ESP,GK,Mallorca,es La Liga,21-303,2000,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2256,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,eng Premier League,24-008,1998,19.5,0.87,0.87,0.72,0.05,0.00,0.00,0.05,0.05,0.10,0.10,0.05,0.00,0.00,0.00,0.00,0.05,Matches
2257,Iván Romero\2fbe6af0,es ESP,FW,Sevilla,es La Liga,21-025,2001,2.0,1.50,1.52,0.50,0.00,0.00,0.00,0.50,0.50,0.50,0.51,0.50,0.00,0.00,0.00,0.00,0.00,Matches
2258,Luka Romero\ca6edaa0,ar ARG,FW,Lazio,it Serie A,17-168,2004,0.6,1.67,1.55,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2259,Sergio Romero\1e26e376,ar ARG,GK,Venezia,it Serie A,35-072,1987,16.0,0.19,0.19,0.13,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2260,Oriol Romeu\4b511457,es ESP,MF,Southampton,eng Premier League,30-223,1991,30.8,2.11,2.11,1.98,0.00,0.03,0.03,0.00,0.06,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
