Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
91,Florin Andone\dc008610,ro ROU,FW,Cádiz,es La Liga,29-024,1993,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,14.0,4.00,28.6,0.50,7.00,6.50,1.00,0.00,0.00,1.00,0.50,0.50,0.50,0.00,Matches
92,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-201,1998,11.6,2.50,1.72,1.64,0.69,0.17,1.38,2.67,51.6,1.29,15.5,5.43,35.0,9.05,5.34,1.12,1.81,0.78,0.00,1.03,2.24,4.74,4.57,0.09,Matches
93,Fredrik André Bjørkan\3724baa1,no NOR,DF,Hertha BSC,de Bundesliga,23-257,1998,3.5,2.86,1.71,2.00,0.57,0.29,1.14,2.00,57.1,0.86,17.4,4.57,26.2,9.71,4.86,2.86,2.00,0.00,0.00,2.00,1.71,4.57,2.00,0.29,Matches
94,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,31-275,1990,28.8,3.75,2.50,1.32,1.98,0.45,1.04,3.30,31.6,2.26,22.5,7.08,31.4,7.26,12.2,3.06,2.50,0.52,0.00,1.98,2.60,6.35,2.12,0.03,Matches
95,Robert Andrich\e0b113a7,de GER,MF,Leverkusen,de Bundesliga,27-225,1994,19.1,2.09,1.62,1.15,0.89,0.05,0.63,1.57,40.0,0.94,17.9,5.97,33.3,6.60,9.21,2.09,1.68,0.42,0.00,1.26,2.46,4.55,2.30,0.10,Matches
96,José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-242,1989,11.2,2.59,2.14,1.07,1.25,0.27,1.16,1.88,61.9,0.71,9.73,3.30,33.9,3.66,4.64,1.43,1.25,0.09,0.00,1.16,1.61,4.20,1.79,0.00,Matches
97,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,25-121,1997,24.6,1.42,0.73,0.65,0.65,0.12,0.65,1.26,51.6,0.61,10.4,3.70,35.7,4.15,3.70,2.52,1.79,0.16,0.00,1.63,1.46,2.89,1.95,0.00,Matches
98,Ebenezer Annan\39aa05a7,gh GHA,DF,Bologna,it Serie A,19-257,2002,0.3,6.67,0.00,6.67,0.00,0.00,0.00,0.00,,0.00,16.7,0.00,0.0,16.7,0.00,0.00,0.00,0.00,0.00,0.00,6.67,13.3,0.00,0.00,Matches
99,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-227,1986,6.5,2.15,0.77,1.54,0.62,0.00,1.08,1.54,70.0,0.46,10.5,3.08,29.4,3.85,3.85,2.77,1.08,0.15,0.00,0.92,0.77,2.92,1.23,0.00,Matches
100,Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,it Serie A,19-260,2002,7.8,2.18,1.41,0.38,0.90,0.90,0.64,1.79,35.7,1.15,21.3,6.41,30.1,3.46,6.54,11.3,1.03,0.00,0.00,1.03,0.90,3.08,0.51,0.00,Matches
101,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-289,1996,26.8,1.72,1.19,1.01,0.63,0.07,0.78,1.57,50.0,0.78,11.2,4.44,39.7,5.67,4.81,0.71,1.83,0.60,0.04,1.23,2.31,4.03,5.45,0.04,Matches
102,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-302,2000,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,0.0,8.33,1.67,0.00,1.67,0.00,0.00,1.67,5.00,5.00,1.67,1.67,Matches
103,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,32-038,1990,30.5,0.79,0.62,0.16,0.26,0.36,0.20,0.66,30.0,0.46,13.9,3.93,28.4,0.89,4.98,8.00,0.75,0.03,0.00,0.72,0.36,1.15,0.52,0.00,Matches
104,Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,de Bundesliga,28-087,1994,12.6,2.14,1.51,0.71,0.95,0.48,0.63,1.67,38.1,1.03,20.4,6.11,30.0,3.65,8.57,8.17,1.43,0.08,0.00,1.35,0.56,2.70,0.63,0.00,Matches
105,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,23-309,1998,26.1,1.95,1.23,0.57,0.96,0.42,0.65,1.88,34.7,1.23,18.7,4.64,24.7,4.18,8.43,6.13,0.80,0.04,0.00,0.77,1.42,3.37,0.27,0.00,Matches
106,Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-294,2002,10.9,1.56,0.92,0.46,0.64,0.46,0.37,2.29,16.0,1.93,27.2,7.16,26.4,5.23,15.9,6.06,1.65,0.09,0.00,1.56,1.74,3.30,0.73,0.00,Matches
107,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-330,1992,22.0,2.82,1.50,1.86,0.77,0.18,1.00,2.27,44.0,1.27,15.9,5.00,31.4,8.77,5.59,1.55,1.91,0.59,0.00,1.32,1.95,4.77,3.18,0.00,Matches
108,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,26-217,1995,25.6,2.27,1.33,0.82,1.05,0.39,0.59,1.88,31.3,1.29,21.1,5.78,27.4,6.25,12.3,2.58,1.76,0.08,0.00,1.68,1.60,3.87,0.82,0.04,Matches
109,Mattia Aramu\0847b5a5,it ITA,MFFW,Venezia,it Serie A,26-356,1995,21.2,0.85,0.38,0.14,0.57,0.14,0.14,0.99,14.3,0.85,19.7,4.62,23.5,4.10,8.96,6.60,1.32,0.09,0.00,1.23,0.52,1.37,0.90,0.00,Matches
110,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,33-018,1989,16.2,2.96,1.98,1.42,1.11,0.43,0.86,3.64,23.7,2.78,24.9,8.02,32.2,9.26,13.2,2.47,1.98,0.19,0.00,1.79,2.47,5.43,1.05,0.00,Matches
111,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-249,1991,25.1,0.96,0.60,0.76,0.20,0.00,0.32,0.64,50.0,0.32,6.85,2.59,37.8,3.59,2.99,0.28,1.12,0.44,0.04,0.68,1.67,2.63,4.90,0.00,Matches
112,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,23-059,1999,22.5,1.91,1.24,1.51,0.36,0.04,0.98,1.29,75.9,0.31,8.80,3.33,37.9,4.89,3.47,0.44,1.87,0.71,0.04,1.16,1.47,3.38,3.20,0.04,Matches
113,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-288,2001,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,13.3,0.00,0.0,0.00,6.67,6.67,0.00,0.00,0.00,0.00,3.33,3.33,3.33,0.00,Matches
114,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,eng Premier League,29-067,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
115,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-307,1999,1.9,2.11,1.58,0.00,1.58,0.53,0.53,1.05,50.0,0.53,10.0,4.21,42.1,3.68,5.79,0.53,0.53,0.00,0.00,0.53,0.53,2.63,1.58,0.00,Matches
116,Matias Arezo\484ebdb0,uy URU,FW,Granada,es La Liga,19-165,2002,1.7,2.35,1.18,0.59,0.59,1.18,1.18,4.71,25.0,3.53,22.4,5.88,26.3,4.71,8.24,9.41,1.18,0.00,0.00,1.18,0.59,2.94,0.59,0.00,Matches
117,Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,30-112,1992,3.7,2.43,0.81,1.89,0.54,0.00,0.54,1.89,28.6,1.35,16.2,4.86,30.0,10.8,3.78,1.62,1.89,0.81,0.00,1.08,0.81,3.24,1.89,0.00,Matches
118,Adam Armstrong\68c720b5,eng ENG,FWMF,Southampton,eng Premier League,25-084,1997,14.0,0.64,0.43,0.21,0.21,0.21,0.00,0.36,0.0,0.36,15.0,4.07,27.1,1.50,5.71,7.79,0.57,0.07,0.00,0.50,0.64,1.29,0.36,0.00,Matches
119,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,30-036,1992,14.2,1.69,0.99,0.92,0.28,0.49,0.49,1.55,31.8,1.06,15.6,5.14,32.9,4.44,7.54,3.66,0.92,0.00,0.00,0.92,0.92,2.61,0.92,0.00,Matches
120,Marko Arnautović\00459419,at AUT,FW,Bologna,it Serie A,33-016,1989,27.9,0.68,0.47,0.04,0.43,0.22,0.22,1.11,19.4,0.90,15.9,4.77,30.0,1.83,6.92,7.17,0.50,0.07,0.00,0.43,0.50,1.18,0.50,0.00,Matches
121,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,27-343,1994,31.3,1.50,1.02,0.83,0.58,0.10,0.42,1.44,28.9,1.02,17.2,5.75,33.5,6.52,8.82,1.82,1.37,0.48,0.03,0.89,2.08,3.58,1.25,0.00,Matches
122,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,27-214,1994,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,31-262,1990,18.3,1.75,1.26,0.82,0.60,0.33,0.66,2.51,26.1,1.86,17.8,4.64,26.2,5.30,9.89,2.57,1.48,0.16,0.00,1.31,1.75,3.50,1.26,0.00,Matches
124,Arthur\a820e429,br BRA,FW,Fiorentina,it Serie A,24-010,1998,6.7,1.19,0.75,0.45,0.45,0.30,0.15,0.60,25.0,0.45,16.4,4.63,28.2,0.90,5.97,9.55,0.45,0.00,0.00,0.45,0.30,1.49,1.04,0.00,Matches
125,Santiago Arzamendia\759d8dd7,py PAR,MFDF,Cádiz,es La Liga,24-000,1998,5.2,2.69,2.31,1.73,0.77,0.19,1.35,3.08,43.8,1.73,18.7,5.77,30.9,7.50,6.92,4.23,1.73,0.00,0.00,1.73,1.54,4.23,2.88,0.00,Matches
126,Takuma Asano\13ddc856,jp JPN,FWMF,Bochum,de Bundesliga,27-176,1994,16.1,0.87,0.56,0.25,0.43,0.19,0.43,1.24,35.0,0.81,20.9,5.84,27.9,3.98,8.57,8.39,1.24,0.25,0.00,0.99,0.81,1.68,0.62,0.00,Matches
127,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,25-069,1997,24.4,3.81,2.38,2.09,1.43,0.29,1.39,3.48,40.0,2.09,23.4,7.42,31.8,9.96,11.1,2.25,1.89,0.25,0.00,1.64,2.21,6.02,1.43,0.04,Matches
128,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,32-311,1989,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,26-104,1996,17.2,0.70,0.52,0.29,0.35,0.06,0.23,0.93,25.0,0.70,9.65,2.33,24.1,1.74,4.07,3.84,0.87,0.06,0.00,0.81,1.40,2.09,0.23,0.06,Matches
130,Harrison Ashby\b391383a,sct SCO,DF,West Ham,eng Premier League,20-172,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,10.0,0.00,0.00,10.0,10.0,10.0,0.00,0.00,Matches
131,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,21-116,2001,8.1,1.98,1.23,0.62,1.23,0.12,0.86,1.85,46.7,0.99,16.3,4.44,27.3,5.43,8.02,2.84,2.72,1.23,0.00,1.48,2.22,4.20,2.35,0.00,Matches
132,Fisnik Asllani\35f67a30,xk KVX,MFFW,Hoffenheim,de Bundesliga,19-270,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,50.0,30.0,60.0,0.00,30.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Kristjan Asllani\0fdcef0e,al ALB,MF,Empoli,it Serie A,20-057,2002,12.0,1.67,0.75,0.92,0.67,0.08,0.50,1.58,31.6,1.08,18.3,4.67,25.6,7.58,9.33,1.33,1.42,0.50,0.08,0.92,2.42,4.08,1.58,0.00,Matches
134,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,34-277,1987,30.6,0.46,0.23,0.10,0.13,0.23,0.13,0.69,19.0,0.56,12.2,2.91,23.9,1.37,4.77,6.01,1.05,0.10,0.03,0.95,0.62,1.08,0.36,0.00,Matches
135,Lorenz Assignon\b026bbf6,tg TOG,DF,Rennes,fr Ligue 1,21-317,2000,6.5,2.15,1.54,1.38,0.62,0.15,0.62,1.85,33.3,1.23,14.2,4.62,32.6,6.00,4.46,3.69,2.46,0.31,0.00,2.15,2.15,4.31,2.15,0.00,Matches
136,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,de Bundesliga,21-100,2001,6.9,1.16,0.72,0.58,0.43,0.14,0.43,1.16,37.5,0.72,17.2,5.07,29.4,7.39,5.65,4.20,2.46,0.29,0.00,2.17,3.19,4.35,1.01,0.00,Matches
137,Youcef Atal\6a827d8e,dz ALG,DF,Nice,fr Ligue 1,25-353,1996,12.7,2.52,1.65,1.81,0.47,0.24,0.87,1.89,45.8,1.02,12.5,4.02,32.1,4.57,4.49,3.46,1.65,0.16,0.00,1.50,3.23,5.75,1.81,0.00,Matches
138,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Barcelona,es La Liga,32-321,1989,9.5,0.21,0.21,0.00,0.11,0.11,0.00,0.21,0.0,0.21,17.9,3.89,21.8,0.63,5.89,11.4,1.68,0.21,0.00,1.47,0.42,0.63,0.21,0.00,Matches
139,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,32-321,1989,11.5,1.04,0.61,0.43,0.43,0.17,0.17,0.52,33.3,0.35,17.5,4.61,26.4,2.00,6.78,8.70,1.65,0.26,0.00,1.39,0.09,1.13,0.26,0.00,Matches
140,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,25-107,1997,25.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,0.04,20.0,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
141,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,27-248,1994,23.6,1.74,1.02,0.97,0.47,0.30,0.51,1.02,50.0,0.51,10.0,3.18,31.6,4.96,2.97,2.12,1.78,0.17,0.00,1.61,1.74,3.47,2.25,0.04,Matches
142,Jean-Kévin Augustin\97bfa797,fr FRA,FWMF,Nantes,fr Ligue 1,24-323,1997,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,0.0,0.00,5.71,4.29,2.86,0.00,0.00,2.86,0.00,0.00,0.00,0.00,Matches
143,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,es La Liga,28-014,1994,8.8,2.16,1.48,1.25,0.45,0.45,0.68,1.48,46.2,0.80,13.0,4.43,34.2,6.48,3.41,3.07,2.16,0.45,0.00,1.70,1.02,3.18,3.18,0.00,Matches
144,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,es La Liga,29-132,1992,10.9,1.74,1.10,0.92,0.64,0.18,0.46,0.83,55.6,0.37,11.5,3.76,32.8,5.05,4.31,2.11,1.83,0.64,0.09,1.19,1.93,3.67,1.65,0.00,Matches
145,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Osasuna,es La Liga,28-088,1994,18.4,0.65,0.38,0.27,0.33,0.05,0.54,1.25,43.5,0.71,13.4,3.80,28.5,2.01,5.27,6.09,1.25,0.11,0.00,1.14,1.25,1.90,0.65,0.00,Matches
146,Taiwo Awoniyi\e5478b87,ng NGA,FW,Union Berlin,de Bundesliga,24-266,1997,22.5,0.62,0.40,0.04,0.31,0.27,0.04,0.58,7.7,0.53,15.2,4.89,32.3,1.20,6.71,7.24,0.67,0.13,0.00,0.53,0.31,0.93,1.02,0.00,Matches
147,Ramzi Aya\6a1f66a7,it ITA,DF,Salernitana,it Serie A,31-276,1990,1.5,0.67,0.67,0.67,0.00,0.00,0.67,0.67,100.0,0.00,4.00,0.67,16.7,2.67,1.33,0.00,0.00,0.00,0.00,0.00,1.33,2.00,0.67,0.00,Matches
148,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,eng Premier League,30-236,1991,21.4,2.43,1.59,0.89,1.03,0.51,0.51,1.03,50.0,0.51,23.0,6.50,28.3,5.42,10.0,7.57,1.68,0.19,0.00,1.50,1.26,3.69,0.23,0.00,Matches
149,Kaan Ayhan\2200181e,tr TUR,DF,Sassuolo,it Serie A,27-176,1994,13.0,1.54,0.62,1.08,0.46,0.00,0.15,0.69,22.2,0.54,8.54,2.54,29.7,5.08,3.23,0.23,1.62,1.00,0.08,0.62,1.54,3.08,3.77,0.00,Matches
150,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,eng Premier League,30-253,1991,25.0,3.12,1.76,1.96,0.96,0.20,1.92,4.00,48.0,2.08,15.3,5.40,35.2,8.40,5.36,1.56,1.96,1.12,0.00,0.84,2.12,5.24,2.68,0.04,Matches
151,Karim Azamoum\eaf71a5e,fr FRA,DF,Troyes,fr Ligue 1,32-108,1990,4.3,1.86,1.40,0.70,1.16,0.00,0.23,0.93,25.0,0.70,15.6,5.12,32.8,7.67,7.91,0.00,1.16,0.47,0.00,0.70,0.47,2.33,2.56,0.00,Matches
152,Sardar Azmoun\10549b49,ir IRN,FWMF,Leverkusen,de Bundesliga,27-124,1995,3.2,0.31,0.31,0.00,0.00,0.31,0.00,0.63,0.0,0.63,18.1,5.00,27.6,2.19,7.81,8.13,0.94,0.00,0.00,0.94,0.63,0.94,2.19,0.00,Matches
153,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,32-250,1989,20.7,2.27,1.26,1.01,1.01,0.24,0.87,1.79,48.6,0.92,15.7,4.54,28.8,6.67,6.71,2.37,2.85,0.53,0.00,2.32,1.59,3.86,3.09,0.05,Matches
154,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,es La Liga,26-103,1996,20.5,3.37,2.39,1.71,1.51,0.15,1.02,1.85,55.3,0.83,18.3,5.80,31.6,7.07,9.71,1.56,1.61,0.29,0.00,1.32,1.61,4.98,1.95,0.05,Matches
155,Carlos Bacca\09a9e921,co COL,FW,Granada,es La Liga,35-239,1986,5.6,0.89,0.54,0.36,0.18,0.36,0.18,0.71,25.0,0.54,11.1,3.21,29.0,1.79,5.36,3.93,1.43,0.36,0.00,1.07,0.18,1.07,0.89,0.00,Matches
156,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,eng Premier League,27-300,1994,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Loïc Bade\114bbdee,fr FRA,DF,Rennes,fr Ligue 1,22-024,2000,10.9,0.46,0.28,0.28,0.18,0.00,0.18,0.46,40.0,0.28,4.59,1.28,28.0,2.94,1.56,0.09,1.83,0.92,0.00,0.92,1.93,2.39,5.96,0.09,Matches
158,Milan Badelj\e8c930bb,hr CRO,MF,Genoa,it Serie A,33-069,1989,30.3,2.05,1.39,0.92,0.89,0.23,0.96,2.44,39.2,1.49,15.9,5.15,32.3,5.54,7.85,2.54,1.62,0.26,0.00,1.35,3.73,5.78,1.35,0.03,Matches
159,Édgar Badía\e4346678,es ESP,GK,Elche,es La Liga,30-082,1992,22.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.05,0.00,0.0,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.00,Matches
160,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,21-040,2001,17.4,2.01,1.38,1.21,0.80,0.00,0.63,1.21,52.4,0.57,8.10,3.33,41.1,4.37,3.45,0.29,1.38,0.69,0.06,0.69,2.76,4.77,3.68,0.11,Matches
161,Youssouph Badji\6a2b9aee,sn SEN,FW,Brest,fr Ligue 1,20-136,2001,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,26.0,6.67,25.6,0.67,13.3,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,Miguel Baeza\a98f3cbf,es ESP,DF,Celta Vigo,es La Liga,22-039,2000,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Issa Bah\956a78ea,lu LUX,FW,Venezia,it Serie A,19-304,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,50.0,10.0,20.0,40.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,29-342,1992,9.8,1.33,0.61,0.31,0.71,0.31,0.41,1.12,36.4,0.71,18.6,3.88,20.9,1.53,7.04,10.0,1.02,0.00,0.00,1.02,0.61,1.94,0.41,0.00,Matches
165,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,eng Premier League,24-269,1997,8.5,2.24,1.41,0.82,1.06,0.35,0.59,1.65,35.7,1.06,17.2,5.65,32.9,2.94,6.94,7.29,1.53,0.24,0.00,1.29,0.35,2.59,0.35,0.00,Matches
166,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,28-023,1994,2.4,3.33,1.25,2.50,0.83,0.00,0.42,0.83,50.0,0.42,8.75,3.75,42.9,5.83,2.50,0.42,2.08,0.83,0.00,1.25,3.33,6.67,4.17,0.00,Matches
167,Dénys Bain\5065d67d,fr FRA,DF,Brest,fr Ligue 1,28-307,1993,2.0,2.50,2.00,1.00,1.00,0.50,0.50,0.50,100.0,0.00,13.5,6.50,48.1,8.00,5.50,0.00,1.50,0.50,0.00,1.00,2.00,4.50,4.00,0.00,Matches
168,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,20-133,2001,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
169,Nedim Bajrami\f42d6c13,al ALB,MF,Empoli,it Serie A,23-066,1999,21.3,1.60,1.31,0.47,0.80,0.33,0.19,0.61,30.8,0.42,14.4,4.08,28.4,1.83,6.85,5.68,0.66,0.05,0.00,0.61,0.38,1.97,0.38,0.00,Matches
170,Cédric Bakambu\0af4dcf0,cd COD,FW,Marseille,fr Ligue 1,31-024,1991,3.8,0.53,0.53,0.26,0.00,0.26,0.00,0.53,0.0,0.53,17.1,4.21,24.6,1.84,7.11,8.16,0.53,0.00,0.00,0.53,0.26,0.79,0.26,0.26,Matches
171,Abdoulaye Bakayoko\ee95585f,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-141,2002,3.4,4.71,2.94,4.12,0.59,0.00,1.47,2.65,55.6,1.18,17.4,5.88,33.9,10.9,6.18,0.29,2.35,1.18,0.00,1.18,4.12,8.82,4.71,0.00,Matches
172,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,it Serie A,27-261,1994,5.4,3.33,2.41,1.67,1.11,0.56,0.93,3.33,27.8,2.41,25.0,8.15,32.6,7.96,13.7,3.33,1.67,0.19,0.00,1.48,1.85,5.19,1.48,0.19,Matches
173,Mitchel Bakker\a8567629,nl NED,DF,Leverkusen,de Bundesliga,21-319,2000,19.5,2.15,1.28,1.13,0.77,0.26,1.08,1.90,56.8,0.82,11.8,3.64,30.7,5.28,4.51,2.05,1.79,0.10,0.00,1.69,2.62,4.77,2.10,0.05,Matches
174,Ridle Baku\442b56fa,de GER,DFFW,Wolfsburg,de Bundesliga,24-027,1998,25.2,2.14,1.15,1.03,0.79,0.32,0.75,2.26,33.3,1.51,18.5,5.36,29.0,5.91,7.50,5.04,2.30,0.00,0.00,2.30,1.47,3.61,1.75,0.04,Matches
175,Dilane Bakwa\2b5a35e5,fr FRA,FW,Bordeaux,fr Ligue 1,19-252,2002,0.1,10.0,0.00,10.0,0.00,0.00,10.0,20.0,50.0,10.0,40.0,10.0,25.0,30.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
176,Alejandro Balde\5ccc9672,es ESP,FWDF,Barcelona,es La Liga,18-199,2003,1.1,2.73,1.82,0.91,0.91,0.91,0.00,0.00,,0.00,20.9,6.36,30.4,9.09,6.36,5.45,1.82,0.91,0.00,0.91,0.00,2.73,0.00,0.00,Matches
177,Ibrahima Baldé\a30cb0d4,fr FRA,FWMF,Lens,fr Ligue 1,19-108,2003,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.0,1.67,23.3,6.67,28.6,5.00,8.33,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Keita Baldé\509a4ccb,sn SEN,FWMF,Cagliari,it Serie A,27-058,1995,12.9,0.62,0.23,0.08,0.23,0.31,0.16,0.62,25.0,0.47,15.3,3.41,22.3,1.40,6.67,7.21,0.78,0.23,0.00,0.54,0.39,1.01,0.47,0.00,Matches
179,Gareth Bale\a58bb1e1,wls WAL,FW,Real Madrid,es La Liga,32-293,1989,3.1,0.32,0.32,0.00,0.00,0.32,0.00,1.29,0.0,1.29,11.6,4.84,41.7,1.61,6.77,3.23,0.65,0.00,0.00,0.65,1.61,1.94,0.32,0.00,Matches
180,Mikel Balenziaga\1fe67e86,es ESP,DF,Athletic Club,es La Liga,34-065,1988,22.5,2.22,1.60,0.89,1.20,0.13,1.16,2.00,57.8,0.84,12.0,3.56,29.5,3.96,6.18,1.91,2.44,0.18,0.00,2.27,2.36,4.58,3.07,0.00,Matches
181,Leonardo Balerdi\7c3ed041,ar ARG,DF,Marseille,fr Ligue 1,23-099,1999,10.6,1.13,0.75,1.13,0.00,0.00,0.57,1.60,35.3,1.04,8.77,3.49,39.8,5.57,2.92,0.28,1.79,0.47,0.00,1.32,3.11,4.25,3.30,0.00,Matches
182,Iván Balliu\cee88597,al ALB,DF,Rayo Vallecano,es La Liga,30-124,1992,31.0,0.90,0.45,0.35,0.32,0.23,0.35,0.84,42.3,0.48,9.19,2.61,28.4,3.94,3.26,2.00,1.19,0.16,0.00,1.03,1.71,2.61,2.23,0.00,Matches
183,Fodé Ballo-Touré\f449640d,sn SEN,DF,Milan,it Serie A,25-122,1997,5.0,3.80,2.40,1.20,2.40,0.20,0.60,1.60,37.5,1.00,18.6,6.20,33.3,6.60,7.80,4.20,2.40,0.60,0.20,1.80,0.80,4.60,0.80,0.00,Matches
184,Folarin Balogun\31822f8c,eng ENG,FW,Arsenal,eng Premier League,20-306,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,26.3,6.25,23.8,2.50,2.50,21.3,1.25,0.00,0.00,1.25,0.00,0.00,1.25,0.00,Matches
