Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2440,Mohamed Simakan\fcb27134,fr FRA,DF,RB Leipzig,de Bundesliga,22-002,2000,21.3,2.02,1.13,1.22,0.61,0.19,0.75,1.46,51.6,0.70,11.6,4.41,38.1,6.34,4.23,1.03,1.27,0.52,0.00,0.75,2.25,4.27,3.29,0.05,Matches
2441,Giovanni Simeone\343c0d52,ar ARG,FW,Hellas Verona,it Serie A,26-304,1995,26.9,1.12,0.67,0.30,0.41,0.41,0.22,0.89,25.0,0.67,18.8,5.69,30.2,2.16,6.95,9.70,1.41,0.19,0.00,1.23,0.19,1.30,0.59,0.00,Matches
2442,Giovanni Simeone\343c0d52,ar ARG,FW,Cagliari,it Serie A,26-304,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,20.0,0.00,0.0,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2443,Giuliano Simeone\a6536561,ar ARG,DF,Atlético Madrid,es La Liga,19-138,2002,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
2444,Ellis Simms\26d3b5be,eng ENG,FW,Everton,eng Premier League,21-120,2001,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,14.3,4.29,30.0,2.86,7.14,4.29,2.86,1.43,0.00,1.43,0.00,0.00,0.00,0.00,Matches
2445,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,fr Ligue 1,26-297,1995,25.1,0.92,0.60,0.20,0.36,0.36,0.36,0.76,47.4,0.40,11.3,3.11,27.5,2.03,4.70,4.58,1.00,0.16,0.00,0.84,0.80,1.71,0.28,0.00,Matches
2446,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,es La Liga,24-328,1997,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.03,0.00,0.0,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,Matches
2447,Xavi Simons\da4d670f,nl NED,FWMF,Paris S-G,fr Ligue 1,19-014,2003,1.2,0.83,0.83,0.00,0.83,0.00,0.83,0.83,100.0,0.00,21.7,5.83,26.9,5.00,5.83,10.8,1.67,0.00,0.00,1.67,0.00,0.83,0.83,0.00,Matches
2448,Wilfried Singo\8b609c34,ci CIV,DF,Torino,it Serie A,21-131,2000,28.0,1.82,0.79,0.86,0.68,0.29,0.71,1.11,64.5,0.39,12.1,3.18,26.2,3.86,5.11,3.18,1.39,0.21,0.00,1.18,1.36,3.18,1.57,0.00,Matches
2449,Daley Sinkgraven\73000a79,nl NED,DF,Leverkusen,de Bundesliga,26-305,1995,3.1,1.61,0.65,0.97,0.65,0.00,0.65,1.61,40.0,0.97,9.35,3.87,41.4,5.48,2.26,1.61,1.61,0.32,0.00,1.29,1.61,3.23,0.97,0.00,Matches
2450,Hugo Siquet\c6cf860f,be BEL,DF,Freiburg,de Bundesliga,19-300,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,25.0,5.00,20.0,10.0,10.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2451,Salvatore Sirigu\10dc46f0,it ITA,GK,Genoa,it Serie A,35-113,1987,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.03,0.00,0.0,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.03,Matches
2452,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,fr Ligue 1,20-095,2002,4.8,3.54,2.50,0.63,2.50,0.42,1.46,3.75,38.9,2.29,32.5,7.29,22.4,7.71,19.0,5.83,1.67,0.21,0.00,1.46,2.08,5.63,0.00,0.00,Matches
2453,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,fr Ligue 1,24-190,1997,25.1,1.71,0.96,0.60,0.76,0.36,0.24,1.04,23.1,0.80,16.9,4.42,26.2,4.62,8.53,3.71,2.35,0.48,0.00,1.87,1.75,3.47,1.47,0.00,Matches
2454,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,eng Premier League,32-262,1989,31.8,1.67,1.07,0.97,0.63,0.06,0.50,1.01,50.0,0.50,14.0,4.40,31.5,5.00,6.82,2.17,1.32,0.35,0.00,0.97,1.29,2.96,1.98,0.00,Matches
2455,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,fr Ligue 1,25-059,1997,0.5,2.00,0.00,2.00,0.00,0.00,2.00,2.00,100.0,0.00,22.0,4.00,18.2,12.0,8.00,2.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00,0.00,Matches
2456,Sambou Sissoko\e4bb1f08,fr FRA,MFDF,Reims,fr Ligue 1,23-008,1999,2.0,6.00,4.00,2.50,2.00,1.50,1.50,4.50,33.3,3.00,28.0,11.0,39.3,14.5,9.00,4.50,1.00,0.00,0.00,1.00,2.50,8.50,3.50,0.00,Matches
2457,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,25-267,1996,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.95,0.00,0.0,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2458,Ellyes Skhiri\c2211709,tn TUN,MF,Köln,de Bundesliga,26-360,1995,18.2,2.86,1.76,1.32,1.37,0.16,1.21,2.42,50.0,1.21,19.2,7.09,37.0,6.43,9.73,3.02,2.69,0.33,0.00,2.36,2.20,5.05,2.36,0.05,Matches
2459,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,eng Premier League,21-231,2000,15.0,2.20,1.20,0.93,1.07,0.20,0.80,1.87,42.9,1.07,18.3,4.73,25.8,7.27,8.73,2.33,1.67,0.60,0.00,1.07,1.27,3.47,0.93,0.00,Matches
2460,Leo Skiri Østigård\b35a7399,no NOR,DF,Genoa,it Serie A,22-158,1999,10.0,1.10,0.80,0.60,0.50,0.00,0.50,0.70,71.4,0.20,6.40,2.30,35.9,3.80,2.30,0.30,2.50,1.00,0.00,1.50,1.50,2.60,3.60,0.10,Matches
2461,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,it Serie A,31-000,1991,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.12,0.03,25.0,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,Matches
2462,Andreas Skov Olsen\c50cee19,dk DEN,DFFW,Bologna,it Serie A,22-127,1999,8.3,1.45,0.84,0.72,0.48,0.24,0.24,1.08,22.2,0.84,13.0,3.01,23.1,5.30,3.98,3.73,1.69,0.12,0.00,1.57,0.60,2.05,1.45,0.00,Matches
2463,Robert Skov\ff98492b,dk DEN,DFFW,Hoffenheim,de Bundesliga,25-350,1996,3.2,0.63,0.63,0.31,0.31,0.00,0.31,1.25,25.0,0.94,11.6,3.13,27.0,2.50,5.00,4.06,0.94,0.00,0.00,0.94,1.56,2.19,0.94,0.00,Matches
2464,Milan Škriniar\30f5ffa9,sk SVK,DF,Inter,it Serie A,27-083,1995,32.0,1.22,0.75,0.63,0.53,0.06,0.53,1.00,53.1,0.47,6.81,2.47,36.2,3.41,2.56,0.84,1.69,0.84,0.00,0.84,1.03,2.25,2.72,0.00,Matches
2465,Islam Slimani\ffec9769,dz ALG,FW,Lyon,fr Ligue 1,33-321,1988,6.4,0.31,0.31,0.00,0.16,0.16,0.00,0.78,0.0,0.78,13.3,2.81,21.2,0.78,5.63,6.88,0.94,0.00,0.00,0.94,0.00,0.31,0.63,0.00,Matches
2466,William Smallbone\5e105217,ie IRL,MFFW,Southampton,eng Premier League,22-073,2000,1.5,4.00,3.33,2.00,2.00,0.00,0.67,3.33,20.0,2.67,29.3,8.67,29.5,6.67,12.7,10.0,2.00,0.00,0.00,2.00,1.33,5.33,1.33,0.00,Matches
2467,Chris Smalling\b6964eb6,eng ENG,DF,Roma,it Serie A,32-164,1989,21.2,1.46,0.80,1.23,0.24,0.00,0.52,0.99,52.4,0.47,7.55,3.35,44.4,5.38,1.98,0.19,1.93,1.13,0.00,0.80,1.42,2.88,3.87,0.05,Matches
2468,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,eng Premier League,21-281,2000,20.3,0.89,0.74,0.30,0.59,0.00,0.15,0.74,20.0,0.59,11.7,3.55,30.3,2.46,5.67,3.60,0.74,0.05,0.00,0.69,0.94,1.82,0.49,0.00,Matches
2469,Cédric Soares\839c14e1,pt POR,DF,Arsenal,eng Premier League,30-247,1991,12.9,2.17,1.16,1.40,0.39,0.39,0.70,1.40,50.0,0.70,12.2,3.88,31.8,5.04,4.81,2.33,1.55,0.54,0.00,1.01,1.47,3.64,2.25,0.08,Matches
2470,Danilo Soares\c05f2f8c,br BRA,DF,Bochum,de Bundesliga,30-188,1991,26.5,4.26,2.49,2.38,1.40,0.49,1.89,3.02,62.5,1.13,16.1,5.51,34.2,7.13,6.30,2.68,2.57,0.26,0.08,2.30,3.85,8.11,2.83,0.00,Matches
2471,Rubén Sobrino\19b776e9,es ESP,MF,Valencia,es La Liga,29-338,1992,0.2,5.00,0.00,5.00,0.00,0.00,0.00,0.00,,0.00,40.0,0.00,0.0,20.0,15.0,5.00,5.00,0.00,0.00,5.00,0.00,5.00,5.00,0.00,Matches
2472,Rubén Sobrino\19b776e9,es ESP,FWMF,Cádiz,es La Liga,29-338,1992,17.6,1.31,0.85,0.80,0.34,0.17,0.11,1.31,8.7,1.19,21.1,4.55,21.6,5.23,10.3,5.57,1.31,0.11,0.00,1.19,1.31,2.61,0.97,0.00,Matches
2473,Alex Sola\5fa714d5,es ESP,DFFW,Real Sociedad,es La Liga,22-330,1999,0.5,2.00,2.00,2.00,0.00,0.00,2.00,4.00,50.0,2.00,12.0,2.00,16.7,6.00,4.00,2.00,6.00,0.00,0.00,6.00,2.00,4.00,8.00,0.00,Matches
2474,Augusto Solari\3ca6106c,ar ARG,MFDF,Celta Vigo,es La Liga,30-122,1992,6.4,3.28,2.34,1.09,1.56,0.63,1.09,3.28,33.3,2.19,31.3,8.44,27.0,10.8,14.2,6.25,2.03,0.63,0.00,1.41,2.19,5.47,2.19,0.00,Matches
2475,Roberto Soldado\9d66fbe3,es ESP,FW,Levante,es La Liga,36-343,1985,7.2,0.69,0.28,0.00,0.28,0.42,0.28,0.69,40.0,0.42,10.7,2.64,24.7,0.28,3.47,6.94,0.97,0.14,0.00,0.83,0.42,1.11,1.11,0.00,Matches
2476,Carlos Soler\fed17f5a,es ESP,MF,Valencia,es La Liga,25-123,1997,23.7,1.14,0.76,0.42,0.51,0.21,0.34,1.35,25.0,1.01,16.7,4.85,29.0,4.14,9.07,3.50,1.18,0.17,0.00,1.01,0.63,1.77,1.31,0.00,Matches
2477,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,33-139,1988,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.09,0.00,0.0,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,Matches
2478,Son\037dbd30,es ESP,DF,Levante,es La Liga,28-036,1994,18.9,1.27,0.69,0.69,0.37,0.21,0.74,1.53,48.3,0.79,8.94,2.75,30.8,4.18,2.59,2.17,1.64,0.16,0.00,1.48,1.85,3.12,2.01,0.00,Matches
2479,Brandon Soppy\28f66c2e,fr FRA,DFMF,Udinese,it Serie A,20-073,2002,7.9,2.66,1.65,1.52,0.89,0.25,1.65,2.78,59.1,1.14,19.6,5.06,25.8,8.10,7.72,3.80,1.77,0.38,0.00,1.39,1.39,4.05,0.51,0.13,Matches
2480,David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,29-031,1993,33.9,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,Matches
2481,Roberto Soriano\9d4c45d6,it ITA,MFFW,Bologna,it Serie A,31-086,1991,27.7,2.09,1.16,1.01,0.79,0.29,0.65,1.73,37.5,1.08,18.7,5.88,31.4,5.81,8.23,4.69,1.34,0.18,0.00,1.16,1.16,3.25,1.26,0.00,Matches
2482,Alberto Soro\452c3055,es ESP,MFFW,Granada,es La Liga,23-057,1999,6.4,2.34,1.88,0.63,1.09,0.63,0.47,1.41,33.3,0.94,20.6,8.44,40.9,6.25,10.2,4.22,3.75,0.31,0.16,3.44,1.09,3.44,0.78,0.00,Matches
2483,Borna Sosa\af0d79a9,hr CRO,DF,Stuttgart,de Bundesliga,24-104,1998,25.8,1.20,0.58,0.81,0.27,0.12,0.47,1.05,44.4,0.58,9.22,3.10,33.6,4.53,2.75,1.94,1.78,0.19,0.04,1.59,1.24,2.44,1.78,0.00,Matches
2484,Hugo Sotelo\3aa74860,es ESP,MF,Celta Vigo,es La Liga,18-137,2003,0.0,0,0,0,0,0,0,0,,0,3,2,66.7,0,3,0,0,0,0,0,0,0,0,0,Matches
2485,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,fr Ligue 1,31-192,1990,24.9,1.37,0.76,0.40,0.72,0.24,0.48,1.77,27.3,1.29,17.4,5.02,28.9,3.33,7.35,6.71,1.29,0.16,0.00,1.12,1.16,2.53,1.16,0.00,Matches
2486,Riccardo Sottil\94816803,it ITA,FW,Fiorentina,it Serie A,22-336,1999,13.8,0.72,0.29,0.29,0.36,0.07,0.14,0.43,33.3,0.29,8.55,2.46,28.8,1.38,3.84,3.33,0.80,0.00,0.00,0.80,0.14,0.87,0.22,0.00,Matches
2487,Tomáš Souček\6613c819,cz CZE,MF,West Ham,eng Premier League,27-067,1995,32.0,2.06,1.28,0.94,0.88,0.25,0.78,1.97,39.7,1.19,14.0,3.78,27.0,5.53,6.59,1.88,1.41,0.38,0.00,1.03,1.63,3.69,3.44,0.03,Matches
2488,Matìas Soulé\c13ddd3e,ar ARG,FW,Juventus,it Serie A,19-020,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,10.0,0.00,0.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2489,Sambou Soumano\7cc00776,sn SEN,FW,Lorient,fr Ligue 1,21-122,2001,4.9,0.61,0.20,0.00,0.41,0.20,0.20,0.41,50.0,0.20,17.8,5.10,28.7,1.63,7.96,8.16,0.82,0.00,0.00,0.82,1.02,1.63,0.61,0.00,Matches
2490,Adama Soumaoro\7b075c75,fr FRA,DF,Bologna,it Serie A,29-321,1992,23.2,0.65,0.47,0.34,0.22,0.09,0.13,0.26,50.0,0.13,6.64,2.50,37.7,3.53,2.63,0.47,1.34,0.69,0.00,0.65,1.55,2.20,3.62,0.00,Matches
2491,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,eng Premier League,23-067,1999,12.2,1.97,1.07,0.82,0.82,0.33,0.49,1.48,33.3,0.98,20.5,5.08,24.8,7.54,10.3,2.62,1.07,0.16,0.00,0.90,1.39,3.36,1.56,0.00,Matches
2492,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,fr Ligue 1,30-082,1992,23.4,2.14,1.15,1.32,0.56,0.26,1.03,2.65,38.7,1.62,15.2,5.43,35.8,7.78,4.70,2.69,1.20,0.26,0.00,0.94,2.01,4.15,2.26,0.00,Matches
2493,Djibril Sow\4c6facae,ch SUI,MF,Eint Frankfurt,de Bundesliga,25-088,1997,25.5,2.67,1.29,1.29,1.14,0.24,0.51,1.76,28.9,1.25,20.5,6.39,31.1,6.27,11.7,2.59,1.80,0.35,0.00,1.45,2.59,5.25,0.94,0.00,Matches
2494,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,fr Ligue 1,19-305,2002,9.3,2.58,1.40,1.83,0.75,0.00,0.75,1.40,53.8,0.65,11.9,6.13,51.4,7.63,4.19,0.11,1.40,0.54,0.11,0.86,2.47,5.05,3.87,0.00,Matches
2495,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,eng Premier League,25-347,1996,27.7,1.88,1.08,1.16,0.61,0.11,0.90,1.48,61.0,0.58,9.35,3.36,35.9,5.20,3.83,0.32,2.02,1.05,0.00,0.97,1.84,3.72,4.98,0.04,Matches
2496,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,it Serie A,29-360,1992,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2497,Jerry St. Juste\90339309,nl NED,DF,Mainz 05,de Bundesliga,25-198,1996,6.7,2.39,1.79,1.04,1.34,0.00,1.19,1.64,72.7,0.45,11.6,5.37,46.2,6.12,5.07,0.45,2.09,0.75,0.00,1.34,3.13,5.52,3.88,0.00,Matches
2498,Anton Stach\0f59a7bf,de GER,MF,Mainz 05,de Bundesliga,23-171,1998,19.0,2.11,1.42,1.16,0.79,0.16,0.79,2.32,34.1,1.53,20.7,6.58,31.7,7.21,9.84,3.68,1.84,0.26,0.00,1.58,3.74,5.84,1.58,0.05,Matches
2499,Kostas Stafylidis\861e0116,gr GRE,DFMF,Bochum,de Bundesliga,28-154,1993,15.4,3.25,1.82,1.75,0.91,0.58,1.17,2.01,58.1,0.84,11.4,3.64,32.0,4.87,4.42,2.08,2.01,0.45,0.06,1.56,2.60,5.84,3.18,0.00,Matches
2500,Luca Stanga\2967bcd0,it ITA,DF,Milan,it Serie A,20-102,2002,0.0,1,0,0,0,1,0,0,,0,4,0,0.0,0,0,4,0,0,0,0,0,1,0,0,Matches
2501,Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,de Bundesliga,22-033,2000,6.2,3.06,1.77,1.29,1.45,0.32,1.29,2.90,44.4,1.61,15.3,4.35,28.4,5.32,6.45,3.55,1.77,0.00,0.00,1.77,2.74,5.81,1.94,0.00,Matches
2502,Niklas Stark\aad48be9,de GER,DFMF,Hertha BSC,de Bundesliga,27-021,1995,22.6,1.86,1.15,1.19,0.58,0.09,0.53,0.97,54.5,0.44,10.3,3.98,38.8,6.33,3.50,0.44,1.95,0.71,0.00,1.24,1.90,3.76,5.66,0.04,Matches
2503,Jason Steele\28300a16,eng ENG,GK,Brighton,eng Premier League,31-260,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2504,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,eng Premier League,29-224,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2505,Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,de Bundesliga,30-183,1991,10.7,1.78,0.47,1.03,0.65,0.09,0.65,1.68,38.9,1.03,16.8,5.05,30.0,5.14,7.29,4.39,1.31,0.00,0.00,1.31,1.59,3.36,1.03,0.00,Matches
2506,Zack Steffen\42130443,us USA,GK,Manchester City,eng Premier League,27-033,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2507,Calvin Stengs\8f7e6783,nl NED,MF,Nice,fr Ligue 1,23-138,1998,11.8,1.53,0.59,0.68,0.76,0.08,0.68,1.53,44.4,0.85,17.3,3.90,22.5,3.14,9.92,4.24,1.02,0.00,0.00,1.02,1.53,3.05,0.59,0.00,Matches
2508,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,de Bundesliga,26-046,1996,10.0,2.40,1.70,1.50,0.50,0.40,1.40,3.20,43.8,1.80,13.4,5.20,38.8,7.00,4.90,1.50,2.30,0.20,0.00,2.10,2.30,4.70,2.10,0.00,Matches
2509,Dale Stephens\653ee42d,eng ENG,MF,Burnley,eng Premier League,32-327,1989,1.4,5.00,1.43,1.43,2.86,0.71,0.71,3.57,20.0,2.86,29.3,10.0,34.1,5.00,20.7,3.57,2.86,0.71,0.00,2.14,1.43,6.43,0.71,0.00,Matches
2510,Jack Stephens\6adbc307,eng ENG,DF,Southampton,eng Premier League,28-098,1994,7.0,2.43,1.29,1.14,1.00,0.29,0.71,2.29,31.3,1.57,10.0,3.29,32.9,5.71,3.43,0.86,1.43,0.86,0.00,0.57,2.71,5.14,5.71,0.00,Matches
2511,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,eng Premier League,27-148,1994,21.3,1.31,0.85,0.09,0.61,0.61,0.28,0.99,28.6,0.70,13.5,3.99,29.5,1.69,6.48,5.35,0.66,0.00,0.00,0.66,0.70,2.02,0.14,0.00,Matches
2512,Finley Stevens\7e003182,wls WAL,DF,Brentford,eng Premier League,19-025,2003,0.2,10.0,0.00,0.00,10.0,0.00,5.00,5.00,100.0,0.00,25.0,5.00,20.0,0.00,20.0,5.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
2513,Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,de Bundesliga,21-031,2001,16.9,1.89,1.18,0.95,0.59,0.36,0.59,1.36,43.5,0.77,17.0,5.80,34.0,4.79,8.17,4.08,1.42,0.36,0.00,1.07,1.48,3.37,0.83,0.06,Matches
2514,Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,de Bundesliga,33-252,1988,16.3,1.35,0.80,0.43,0.74,0.18,0.37,1.41,26.1,1.04,22.0,5.46,24.9,3.19,10.5,8.28,1.60,0.18,0.00,1.41,0.86,2.21,0.55,0.00,Matches
2515,Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,de Bundesliga,28-251,1993,4.4,2.73,1.59,1.14,1.14,0.45,0.45,1.82,25.0,1.36,19.3,6.36,32.9,5.45,6.59,7.27,1.82,0.00,0.00,1.82,2.73,5.45,0.23,0.00,Matches
2516,Petar Stojanović\13b44b02,si SVN,DF,Empoli,it Serie A,26-210,1995,28.4,3.35,2.25,1.97,0.99,0.39,1.69,3.98,42.5,2.29,16.2,5.67,35.1,7.01,6.87,2.29,2.18,0.46,0.04,1.73,1.76,5.11,1.76,0.00,Matches
2517,John Stones\5eecec3d,eng ENG,DF,Manchester City,eng Premier League,27-342,1994,11.4,0.44,0.35,0.26,0.18,0.00,0.18,0.35,50.0,0.18,4.65,1.75,37.7,1.93,2.28,0.44,0.79,0.26,0.00,0.53,1.14,1.58,3.51,0.09,Matches
2518,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,27-047,1995,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.15,0.00,0.0,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,Matches
2519,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,it Serie A,31-284,1990,10.4,1.25,0.77,1.06,0.19,0.00,0.38,0.96,40.0,0.58,8.37,2.69,32.2,6.15,2.02,0.19,2.02,1.44,0.00,0.58,1.35,2.60,5.96,0.00,Matches
2520,Dávid Strelec\2cb9486d,sk SVK,FWMF,Spezia,it Serie A,21-031,2001,5.6,1.07,0.71,0.36,0.71,0.00,0.36,1.61,22.2,1.25,12.3,4.11,33.3,3.04,6.07,3.21,2.50,0.18,0.00,2.32,0.71,1.79,0.54,0.00,Matches
2521,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,de Bundesliga,31-358,1990,3.6,1.39,0.56,0.56,0.83,0.00,0.28,2.22,12.5,1.94,20.8,7.78,37.3,6.94,12.5,1.39,3.06,0.56,0.00,2.50,2.22,3.61,1.39,0.00,Matches
2522,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,it Serie A,32-081,1990,7.1,1.55,1.13,0.56,0.70,0.28,0.85,2.11,40.0,1.27,17.5,4.23,24.2,6.90,8.73,1.83,1.97,0.42,0.00,1.55,2.11,3.66,2.68,0.00,Matches
2523,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,eng Premier League,22-267,1999,20.8,2.98,1.54,1.83,0.96,0.19,1.20,2.16,55.6,0.96,16.3,6.15,37.6,8.27,6.83,1.25,2.50,1.25,0.00,1.25,2.84,5.82,3.75,0.14,Matches
2524,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,it Serie A,31-073,1991,7.6,0.66,0.53,0.66,0.00,0.00,0.26,0.92,28.6,0.66,8.16,1.84,22.6,3.42,2.89,1.84,1.05,0.13,0.00,0.92,1.05,1.71,1.32,0.00,Matches
2525,Leo Štulac\92948398,si SVN,MF,Empoli,it Serie A,27-221,1994,8.1,1.98,1.23,0.99,0.74,0.25,0.74,1.60,46.2,0.86,19.1,5.80,30.3,8.15,8.40,2.59,0.86,0.00,0.00,0.86,0.74,2.72,1.36,0.00,Matches
2526,Stefano Sturaro\2334478a,it ITA,MF,Genoa,it Serie A,29-057,1993,19.6,2.70,1.89,0.77,1.12,0.82,0.97,1.99,48.7,1.02,21.8,6.84,31.4,5.71,11.3,4.74,1.94,0.00,0.00,1.94,1.12,3.83,1.68,0.00,Matches
2527,Damián Suárez\ba5004e1,uy URU,DF,Getafe,es La Liga,34-008,1988,28.2,2.55,1.67,1.31,0.89,0.35,1.38,3.01,45.9,1.63,17.4,5.32,30.5,6.21,8.12,3.09,2.06,0.18,0.00,1.88,2.20,4.75,1.28,0.00,Matches
2528,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,es La Liga,28-119,1994,27.6,2.07,1.20,0.62,1.20,0.25,0.76,2.46,30.9,1.70,20.8,5.80,27.8,5.25,11.6,4.02,1.30,0.18,0.00,1.12,0.69,2.75,0.47,0.00,Matches
2529,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,es La Liga,35-101,1987,19.5,0.41,0.21,0.05,0.21,0.15,0.15,0.51,30.0,0.36,8.51,2.26,26.5,0.72,3.95,3.85,0.36,0.10,0.00,0.26,0.15,0.56,0.67,0.00,Matches
2530,Mario Suárez\7106f0a0,es ESP,DF,Rayo Vallecano,es La Liga,35-070,1987,6.2,0.65,0.16,0.48,0.16,0.00,0.16,1.61,10.0,1.45,8.39,1.94,23.1,5.81,2.26,0.32,1.13,0.48,0.00,0.65,2.42,3.06,7.26,0.00,Matches
2531,Isaac Success\f573a8bf,ng NGA,FW,Udinese,it Serie A,26-118,1996,10.1,0.30,0.30,0.00,0.20,0.10,0.00,0.10,0.0,0.10,10.5,2.97,28.3,1.19,4.75,4.55,0.69,0.00,0.00,0.69,0.10,0.40,0.40,0.00,Matches
2532,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,de Bundesliga,26-244,1995,20.1,1.79,1.09,1.14,0.65,0.00,0.90,1.14,78.3,0.25,7.46,2.84,38.0,3.98,3.08,0.40,1.19,0.65,0.00,0.55,1.79,3.58,3.08,0.05,Matches
2533,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,fr Ligue 1,20-079,2002,11.3,2.39,1.59,0.88,0.80,0.71,0.62,1.59,38.9,0.97,16.0,5.13,32.0,4.25,6.64,5.13,0.71,0.09,0.00,0.62,0.80,3.19,0.27,0.00,Matches
2534,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,eng Premier League,20-187,2001,1.4,4.29,2.86,1.43,0.71,2.14,2.14,2.14,100.0,0.00,15.7,6.43,40.9,3.57,5.00,7.14,1.43,0.00,0.00,1.43,3.57,7.86,0.00,0.00,Matches
